sat_id,dst_ground_id,t_gen_s,t_arrive_s,data_age_s,n_hops,path
MEO_P2_S4,gs7,1735689605.0,1735689605.0908954,0.09089541435241699,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689605.0,1735689605.0825953,0.0825953483581543,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689605.0,1735689605.07774,0.07773995399475098,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689605.0,1735689605.0864758,0.08647584915161133,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689605.0,1735689605.1619756,0.16197562217712402,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689606.0,1735689606.0835383,0.08353829383850098,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689606.0,1735689606.0788743,0.07887434959411621,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689606.0,1735689606.08464,0.0846400260925293,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689606.0,1735689606.160182,0.16018199920654297,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689606.0,1735689606.1606655,0.16066551208496094,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689606.0,1735689606.0931582,0.09315824508666992,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689606.0,1735689606.0908964,0.0908963680267334,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689606.0,1735689606.0825942,0.08259415626525879,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689606.0,1735689606.0777402,0.07774019241333008,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689606.0,1735689606.0864773,0.08647727966308594,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689606.0,1735689606.1619768,0.16197681427001953,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689607.0,1735689607.0835366,0.08353662490844727,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689607.0,1735689607.0788743,0.07887434959411621,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689607.0,1735689607.0846412,0.0846412181854248,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689607.0,1735689607.1601832,0.16018319129943848,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689607.0,1735689607.1606588,0.1606588363647461,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689607.0,1735689607.0931582,0.09315824508666992,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689607.0,1735689607.0908973,0.0908973217010498,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689607.0,1735689607.0825932,0.08259320259094238,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689607.0,1735689607.0777404,0.07774043083190918,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689607.0,1735689607.0864787,0.08647871017456055,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689607.0,1735689607.1619782,0.16197824478149414,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689608.0,1735689608.083535,0.08353495597839355,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689608.0,1735689608.078874,0.07887411117553711,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689608.0,1735689608.0846424,0.08464241027832031,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689608.0,1735689608.1601844,0.16018438339233398,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689608.0,1735689608.160652,0.16065192222595215,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689608.0,1735689608.0931585,0.09315848350524902,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689608.0,1735689608.0908983,0.09089827537536621,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689608.0,1735689608.082592,0.08259201049804688,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689608.0,1735689608.077741,0.07774090766906738,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689608.0,1735689608.08648,0.08647990226745605,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689608.0,1735689608.1619794,0.16197943687438965,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689609.0,1735689609.0835333,0.08353328704833984,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689609.0,1735689609.078874,0.07887411117553711,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689609.0,1735689609.0846436,0.08464360237121582,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689609.0,1735689609.1601856,0.1601855754852295,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689609.0,1735689609.160645,0.1606450080871582,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689609.0,1735689609.0931587,0.09315872192382812,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689609.0,1735689609.0908992,0.09089922904968262,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689609.0,1735689609.082591,0.08259105682373047,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689609.0,1735689609.0777411,0.07774114608764648,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689609.0,1735689609.0864813,0.08648133277893066,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689609.0,1735689609.1619809,0.16198086738586426,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689610.0,1735689610.0835316,0.08353161811828613,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689610.0,1735689610.0788739,0.07887387275695801,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689610.0,1735689610.0846448,0.08464479446411133,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689610.0,1735689610.1601868,0.160186767578125,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689610.0,1735689610.160638,0.16063809394836426,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689610.0,1735689610.0931587,0.09315872192382812,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689610.0,1735689610.0909002,0.09090018272399902,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689610.0,1735689610.0825899,0.08258986473083496,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689610.0,1735689610.0777414,0.07774138450622559,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689610.0,1735689610.0864825,0.08648252487182617,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689610.0,1735689610.1619823,0.16198229789733887,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689611.0,1735689611.08353,0.08352994918823242,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689611.0,1735689611.0788739,0.07887387275695801,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689611.0,1735689611.0846462,0.08464622497558594,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689611.0,1735689611.1601882,0.1601881980895996,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689611.0,1735689611.1606314,0.16063141822814941,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689611.0,1735689611.093159,0.09315896034240723,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689611.0,1735689611.0909011,0.09090113639831543,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689611.0,1735689611.082589,0.08258891105651855,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689611.0,1735689611.0777416,0.07774162292480469,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689611.0,1735689611.086484,0.08648395538330078,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689611.0,1735689611.1619835,0.16198348999023438,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689612.0,1735689612.0835283,0.08352828025817871,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689612.0,1735689612.0788736,0.0788736343383789,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689612.0,1735689612.0846474,0.08464741706848145,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689612.0,1735689612.1601894,0.16018939018249512,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689612.0,1735689612.1606245,0.16062450408935547,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689612.0,1735689612.0931592,0.09315919876098633,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689612.0,1735689612.090902,0.09090209007263184,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689612.0,1735689612.0825877,0.08258771896362305,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689612.0,1735689612.0777419,0.07774186134338379,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689612.0,1735689612.0864851,0.08648514747619629,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689612.0,1735689612.161985,0.16198492050170898,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689613.0,1735689613.0835266,0.083526611328125,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689613.0,1735689613.0788736,0.0788736343383789,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689613.0,1735689613.0846486,0.08464860916137695,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689613.0,1735689613.1601906,0.16019058227539062,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689613.0,1735689613.1606176,0.16061758995056152,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689613.0,1735689613.0931592,0.09315919876098633,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689613.0,1735689613.090903,0.09090304374694824,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689613.0,1735689613.0825865,0.08258652687072754,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689613.0,1735689613.0777423,0.07774233818054199,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689613.0,1735689613.0864866,0.0864865779876709,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689613.0,1735689613.161986,0.1619861125946045,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689614.0,1735689614.083525,0.08352494239807129,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689614.0,1735689614.0788734,0.0788733959197998,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689614.0,1735689614.08465,0.08465003967285156,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689614.0,1735689614.1601918,0.16019177436828613,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689614.0,1735689614.160611,0.16061091423034668,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689614.0,1735689614.0931594,0.09315943717956543,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689614.0,1735689614.0909042,0.09090423583984375,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689614.0,1735689614.0825856,0.08258557319641113,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689614.0,1735689614.0777426,0.0777425765991211,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689614.0,1735689614.086488,0.08648800849914551,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689614.0,1735689614.1619875,0.1619875431060791,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689615.0,1735689615.0835233,0.08352327346801758,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689615.0,1735689615.0788734,0.0788733959197998,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689615.0,1735689615.0846512,0.08465123176574707,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689615.0,1735689615.1601932,0.16019320487976074,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689615.0,1735689615.160604,0.16060400009155273,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689615.0,1735689615.0931597,0.09315967559814453,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689615.0,1735689615.0909052,0.09090518951416016,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689615.0,1735689615.0825844,0.08258438110351562,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689615.0,1735689615.0777428,0.0777428150177002,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689615.0,1735689615.0864892,0.08648920059204102,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689615.0,1735689615.161989,0.1619889736175537,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689616.0,1735689616.0835216,0.08352160453796387,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689616.0,1735689616.0788732,0.0788731575012207,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689616.0,1735689616.0846524,0.08465242385864258,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689616.0,1735689616.1601944,0.16019439697265625,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689616.0,1735689616.1605973,0.1605973243713379,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689616.0,1735689616.0931597,0.09315967559814453,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689616.0,1735689616.0909061,0.09090614318847656,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689616.0,1735689616.0825834,0.08258342742919922,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689616.0,1735689616.077743,0.0777430534362793,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689616.0,1735689616.0864906,0.08649063110351562,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689616.0,1735689616.1619902,0.16199016571044922,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689617.0,1735689617.08352,0.08351993560791016,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689617.0,1735689617.0788732,0.0788731575012207,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689617.0,1735689617.0846536,0.08465361595153809,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689617.0,1735689617.1601956,0.16019558906555176,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689617.0,1735689617.1605904,0.16059041023254395,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689617.0,1735689617.09316,0.09315991401672363,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689617.0,1735689617.090907,0.09090709686279297,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689617.0,1735689617.0825822,0.08258223533630371,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689617.0,1735689617.0777433,0.0777432918548584,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689617.0,1735689617.0864918,0.08649182319641113,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689617.0,1735689617.1619916,0.16199159622192383,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689618.0,1735689618.0835183,0.08351826667785645,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689618.0,1735689618.078873,0.0788729190826416,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689618.0,1735689618.084655,0.0846550464630127,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689618.0,1735689618.1601968,0.16019678115844727,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689618.0,1735689618.1605835,0.16058349609375,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689618.0,1735689618.0931602,0.09316015243530273,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689618.0,1735689618.090908,0.09090805053710938,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689618.0,1735689618.0825813,0.0825812816619873,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689618.0,1735689618.0777438,0.0777437686920166,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689618.0,1735689618.0864933,0.08649325370788574,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689618.0,1735689618.1619928,0.16199278831481934,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689619.0,1735689619.0835166,0.08351659774780273,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689619.0,1735689619.078873,0.0788729190826416,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689619.0,1735689619.0846562,0.0846562385559082,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689619.0,1735689619.1601982,0.16019821166992188,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689619.0,1735689619.1605768,0.16057682037353516,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689619.0,1735689619.0931602,0.09316015243530273,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689619.0,1735689619.090909,0.09090900421142578,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689619.0,1735689619.08258,0.0825800895690918,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689619.0,1735689619.077744,0.0777440071105957,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689619.0,1735689619.0864947,0.08649468421936035,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689619.0,1735689619.1619942,0.16199421882629395,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689620.0,1735689620.083515,0.08351492881774902,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689620.0,1735689620.0788727,0.0788726806640625,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689620.0,1735689620.0846574,0.08465743064880371,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689620.0,1735689620.1601994,0.16019940376281738,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689620.0,1735689620.16057,0.1605699062347412,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689620.0,1735689620.0931604,0.09316039085388184,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689620.0,1735689620.09091,0.09090995788574219,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689620.0,1735689620.0825791,0.08257913589477539,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689620.0,1735689620.0777442,0.0777442455291748,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689620.0,1735689620.0864959,0.08649587631225586,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689620.0,1735689620.1619956,0.16199564933776855,2,MEO_P3_S5->MEO_P3_S4->gs1
MEO_P1_S1,gs7,1735689621.0,1735689621.0835133,0.08351325988769531,1,MEO_P1_S1->gs7
MEO_P1_S2,gs1,1735689621.0,1735689621.0788727,0.0788726806640625,1,MEO_P1_S2->gs1
MEO_P1_S3,gs2,1735689621.0,1735689621.0846589,0.08465886116027832,1,MEO_P1_S3->gs2
MEO_P1_S4,gs2,1735689621.0,1735689621.1602006,0.1602005958557129,2,MEO_P1_S4->MEO_P1_S3->gs2
MEO_P2_S2,gs2,1735689621.0,1735689621.1605632,0.16056323051452637,2,MEO_P2_S2->MEO_P1_S3->gs2
MEO_P2_S3,gs2,1735689621.0,1735689621.0931606,0.09316062927246094,1,MEO_P2_S3->gs2
MEO_P2_S4,gs7,1735689621.0,1735689621.090911,0.0909109115600586,1,MEO_P2_S4->gs7
MEO_P3_S2,gs7,1735689621.0,1735689621.0825782,0.08257818222045898,1,MEO_P3_S2->gs7
MEO_P3_S3,gs2,1735689621.0,1735689621.0777445,0.0777444839477539,1,MEO_P3_S3->gs2
MEO_P3_S4,gs1,1735689621.0,1735689621.0864973,0.08649730682373047,1,MEO_P3_S4->gs1
MEO_P3_S5,gs1,1735689621.0,1735689621.1619968,0.16199684143066406,2,MEO_P3_S5->MEO_P3_S4->gs1
