epoch_utc,x_est_km,y_est_km,z_est_km,geom_ok,beta_deg,gdop,n_sats,sats,satA,satB,tgt,run_id,P_xx,P_xy,P_xz,P_yx,P_yy,P_yz,P_zx,P_zy,P_zz
2025-01-01 00:00:00+00:00,3903.1440583018425,2007.584006180809,4766.295368703293,1,14.37286311282694,0.5099858735527897,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09159407729028354,0.007747620595382163,0.000869598656695355,0.007747620595382163,0.08495267838656068,-0.001819931569894082,0.0008695986566953549,-0.0018199315698940821,0.08353883554655783
2025-01-01 00:00:01+00:00,3901.264216092986,2004.9797182445566,4769.252735875342,1,14.381987332436562,0.509981436302633,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09159524149883916,0.00774620485381998,0.0008680899563675231,0.007746204853819978,0.08495441216050678,-0.0018202515181979342,0.0008680899563675232,-0.0018202515181979342,0.08353141171395063
2025-01-01 00:00:02+00:00,3899.6001587270302,2002.1859391934702,4771.780649675477,1,14.390942668371785,0.5099775884376113,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09159689906273817,0.007746440469435856,0.0008660023317174431,0.007746440469435856,0.08495613810979837,-0.0018201374061357438,0.0008660023317174432,-0.0018201374061357436,0.0835241035361051
2025-01-01 00:00:03+00:00,3897.8858540150086,1999.7446363513793,4774.393752016871,1,14.39775876220538,0.5099735323112574,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09159815112892887,0.007745549806645351,0.0008644931271292725,0.007745549806645351,0.08495546707368955,-0.0018214001074752938,0.0008644931271292725,-0.0018214001074752938,0.08351938545540268
2025-01-01 00:00:04+00:00,3896.1377265187025,1996.6910017758437,4776.753420801153,1,14.407953956264137,0.509969505917344,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09159806175773115,0.0077452169684815025,0.0008642957611274337,0.0077452169684815025,0.08495760827186531,-0.0018212717068390742,0.0008642957611274338,-0.001821271706839074,0.08351322693598352
2025-01-01 00:00:05+00:00,3894.699623888246,1994.1926809956465,4779.370464290459,1,14.418212619589415,0.5099645876491135,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09159872330933992,0.007741736565893531,0.0008623670963534988,0.007741736565893531,0.08495860744762995,-0.0018211245331540588,0.0008623670963534989,-0.0018211245331540588,0.08350654989916037
2025-01-01 00:00:06+00:00,3892.584581695028,1991.222572071696,4781.252234443132,1,14.424481756288756,0.5099612513007739,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09159854687937634,0.007743394616859627,0.0008617903184203865,0.007743394616859626,0.08496068229252947,-0.0018211205776162674,0.0008617903184203864,-0.0018211205776162674,0.08350124865634524
2025-01-01 00:00:07+00:00,3891.253250050821,1988.2379092264707,4784.0760014705265,1,14.433722027396302,0.509956414358809,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09159903418123774,0.00773982601229699,0.0008602237692474452,0.007739826012296988,0.0849597557092377,-0.0018216101919208767,0.0008602237692474453,-0.0018216101919208767,0.08349675465521794
2025-01-01 00:00:08+00:00,3888.9509767163368,1985.5803793905297,4786.682755548731,1,14.44371446594378,0.5099538446323,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09160191107063616,0.007742224644089105,0.000859057813551077,0.007742224644089103,0.0849615115902792,-0.0018210462171310928,0.000859057813551077,-0.001821046217131093,0.08348950099434864
2025-01-01 00:00:09+00:00,3887.528934902026,1982.7119895445128,4789.026222621609,1,14.451222027630623,0.5099499204475326,11,"MEO_P1_S1,MEO_P1_S2,MEO_P1_S3,MEO_P1_S4,MEO_P2_S2,MEO_P2_S3,MEO_P2_S4,MEO_P3_S2,MEO_P3_S3,MEO_P3_S4,MEO_P3_S5",,,HGV_330,20251020T154731Z,0.09160164233434528,0.007741100378492007,0.000856701458255408,0.0077411003784920085,0.08496406454335012,-0.0018224785959124181,0.0008567014582554081,-0.001822478595912418,0.08348321448674936
