epoch_utc,sat,tgt,x_s_km,y_s_km,z_s_km,x_t_km,y_t_km,z_t_km,los_u_x,los_u_y,los_u_z,range_km,visible
2025-01-01T00:00:00.000000Z,LEO_P7_S2,HGV_330,2021.9115496696716,3251.986061608482,5555.156326851922,3903.428297693566,2007.976919898685,4766.963980938112,0.7874653351603862,-0.5206512653942367,-0.3298796837698874,2389.3327922056133,1
2025-01-01T00:00:01.000000Z,LEO_P7_S2,HGV_330,2022.2023001708735,3259.5665204731094,5555.302090849584,3901.718211369078,2005.190842413848,4769.503740541511,0.7856235636584888,-0.5243196317158115,-0.32845782076536406,2392.3873953648763,1
2025-01-01T00:00:02.000000Z,LEO_P7_S2,HGV_330,2022.487627788331,3267.136390800632,5555.429892812489,3900.002344321069,2002.4022371140054,4772.036930673412,0.783774309483158,-0.527967173443041,-0.32702980836731793,2395.4787670583664,1
2025-01-01T00:00:03.000000Z,LEO_P7_S2,HGV_330,2022.7740701660216,3274.706236807006,5555.557694775394,3898.280698483448,1999.6111074026096,4774.563547771819,0.7819129596509672,-0.5315968450421182,-0.3256023922994599,2398.6130491488734,1
2025-01-01T00:00:04.000000Z,LEO_P7_S2,HGV_330,2023.0616273019111,3282.2760583699064,5555.6854967383,3896.5532757813135,1996.8174566792018,4777.083588262342,0.7800397066621775,-0.5352085510512028,-0.3241756667488422,2401.790104373214,1
2025-01-01T00:00:05.000000Z,LEO_P7_S2,HGV_330,2023.350299193957,3289.845855367006,5555.813298701205,3894.8200781309756,1994.0212883394477,4779.597048558167,0.7781547433397178,-0.53880219959596,-0.32274972521824574,2405.0097939453085,1
2025-01-01T00:00:06.000000Z,LEO_P7_S2,HGV_330,2023.6142231186789,3297.3731960571417,5555.870094434653,3893.0811074399753,1991.2226057751657,4782.103925060027,0.7762773028770709,-0.542365882957853,-0.3212986119503921,2408.246225147381,1
2025-01-01T00:00:07.000000Z,LEO_P7_S2,HGV_330,2023.8792556072426,3304.90051570893,5555.926890168101,3891.336365607096,1988.4214123743584,4784.604214156172,0.774388509075409,-0.5459114881949124,-0.31984853301020605,2411.5248200538604,1
2025-01-01T00:00:08.000000Z,LEO_P7_S2,HGV_330,2024.1453966579807,3312.4278142007206,5555.9836859015495,3889.5858545223923,1985.6177115212456,4787.097912222339,0.7724885532954062,-0.5494389340574144,-0.3183995803537161,2414.845436746622,1
2025-01-01T00:00:09.000000Z,LEO_P7_S2,HGV_330,2024.4126462692127,3319.9550914108668,5556.040481634997,3887.829576067195,1982.811506596291,4789.585015621719,0.7705776270077038,-0.552948142779134,-0.3169518451630823,2418.207931930202,1
2025-01-01T00:00:10.000000Z,LEO_P7_S2,HGV_330,2024.6810044392475,3327.4823472177177,5556.097277368445,3886.067532114142,1980.002800976239,4792.0655207049385,0.7686559217361506,-0.5564390400582909,-0.3155054178282151,2421.612160966133,1
2025-01-01T00:00:11.000000Z,LEO_P7_S2,HGV_330,2024.9504711663817,3335.0095814996266,5556.154073101893,3884.299724527188,1977.191598034141,4794.539423810015,0.7667236290017935,-0.559911555037226,-0.3140603879290028,2425.0579779072614,1
2025-01-01T00:00:12.000000Z,LEO_P7_S2,HGV_330,2025.2210464489003,3342.536794134944,5556.210868835341,3882.5261551616272,1974.377901139388,4797.006721262341,0.7647809402676616,-0.5633656202808326,-0.31261684421813246,2428.5452355320185,1
2025-01-01T00:00:13.000000Z,LEO_P7_S2,HGV_330,2025.492730285076,3350.0639850020225,5556.267664568789,3880.7468258641093,1971.561713657744,4799.467409374641,0.7628280468843537,-0.5668011717537833,-0.3111748746045228,2432.0737853786513,1
2025-01-01T00:00:14.000000Z,LEO_P7_S2,HGV_330,2025.7655226731697,3357.591153979213,5556.324460302238,3878.9617384726603,1968.7430389513738,4801.921484446952,0.760865140036456,-0.5702181487965864,-0.30973456613735945,2435.6434777793825,1
2025-01-01T00:00:15.000000Z,LEO_P7_S2,HGV_330,2026.0394236114307,3365.1183009448687,5556.3812560356855,3877.170894816696,1965.9218803788774,4804.368942766589,0.7588924106898116,-0.5736164941005083,-0.30829600499073606,2439.25416189449,1
2025-01-01T00:00:16.000000Z,LEO_P7_S2,HGV_330,2026.314433098097,3372.6454257773407,5556.438051769133,3875.3742967170447,1963.0982412953178,4806.809780608116,0.756910049539661,-0.5769961536813949,-0.3068592764489024,2442.9056857462956,1
2025-01-01T00:00:17.000000Z,LEO_P7_S2,HGV_330,2026.5905511313929,3380.1725283549818,5556.494847502581,3873.5719459859656,1960.2721250522552,4809.243994233317,0.7549182469596727,-0.5803570768524317,-0.30542446489211633,2446.597896253046,1
2025-01-01T00:00:18.000000Z,LEO_P7_S2,HGV_330,2026.867777709533,3387.699608556145,5556.551643236029,3871.7638444271647,1957.4435349977769,4811.671579891163,0.7529171929518763,-0.5836992161958775,-0.3039916537831017,2450.3306392626773,1
2025-01-01T00:00:19.000000Z,LEO_P7_S2,HGV_330,2027.146112830719,3395.226666259182,5556.608438969478,3869.9499938358144,1954.6124744765289,4814.092533817785,0.7509070770975249,-0.5870225275338098,-0.30256092565410614,2454.103759586433,1
2025-01-01T00:00:20.000000Z,LEO_P7_S2,HGV_330,2027.4255564931407,3402.753701342446,5556.665234702926,3868.1303959985744,1951.778946829748,4816.5068522364445,0.7488880885088898,-0.5903269698979148,-0.30113236209455796,2457.917101032357,1
2025-01-01T00:00:21.000000Z,LEO_P7_S2,HGV_330,2027.7061086949764,3410.2807136842894,5556.722030436374,3866.3050526936054,1948.942955395293,4818.914531357499,0.74686041578201,-0.5936125054983628,-0.2997060437393268,2461.770506438609,1
2025-01-01T00:00:22.000000Z,LEO_P7_S2,HGV_330,2027.9082491789177,3417.670915813359,5556.560949259711,3864.4739656905917,1946.1045035076745,4821.315567378378,0.7448828994897286,-0.5968447772573827,-0.29820425534918205,2465.5764251935266,1
2025-01-01T00:00:23.000000Z,LEO_P7_S2,HGV_330,2028.1114782496322,3425.06110655586,5556.399868083049,3862.637136750761,1943.2635944980889,4823.709956483549,0.7428969195247566,-0.6000585502666543,-0.296705077834048,2469.421544613087,1
2025-01-01T00:00:24.000000Z,LEO_P7_S2,HGV_330,2028.315795906532,3432.451285792328,5556.238786906387,3860.794567626898,1940.4202316944488,4826.097694844489,0.7409026571808587,-0.6032537946072135,-0.2952085904480778,2473.3057088672945,1
2025-01-01T00:00:25.000000Z,LEO_P7_S2,HGV_330,2028.5212021490156,3439.8414534032986,5556.0777057297255,3858.946260063368,1937.5744184214172,4828.478778619656,0.7389002931488132,-0.6064304833111884,-0.2937148714238969,2477.2287612906766,1
2025-01-01T00:00:26.000000Z,LEO_P7_S2,HGV_330,2028.7276969764719,3447.231609269307,5555.916624553063,3857.0922157961368,1934.7261580004335,4830.853203954457,0.7368900074749656,-0.6095885923289329,-0.2922239979638485,2481.1905444134823,1
2025-01-01T00:00:27.000000Z,LEO_P7_S2,HGV_330,2028.935280388277,3454.621753270888,5555.755543376401,3855.232436552788,1931.875453749754,4833.220966981219,0.7348719795207227,-0.6127281004954652,-0.29073604623182414,2485.1908999926854,1
2025-01-01T00:00:28.000000Z,LEO_P7_S2,HGV_330,2029.143952383796,3462.0118852885785,5555.594462199739,3853.366924052541,1929.0223089844765,4835.5820638191635,0.7328463879229977,-0.6158489894962637,-0.2892510913456442,2489.2296690427593,1
2025-01-01T00:00:29.000000Z,LEO_P7_S2,HGV_330,2029.353712962382,3469.4020052029127,5555.433381023076,3851.4956800062746,1926.166727016576,4837.936490574369,0.7308134105556079,-0.6189512438324306,-0.28776920737001654,2493.3066918662475,1
2025-01-01T00:00:30.000000Z,LEO_P7_S2,HGV_330,2029.564562123376,3476.7921128944267,5555.272299846414,3849.6187061165456,1923.308711154938,4840.284243339748,0.7287732244916355,-0.6220348507852801,-0.2862904673100354,2497.4218080840856,1
2025-01-01T00:00:31.000000Z,LEO_P7_S2,HGV_330,2029.7764998661085,3484.1822082436556,5555.111218669752,3847.7360040776057,1920.4482647053887,4842.625318195018,0.7267260059667495,-0.6250998003803676,-0.284814943105239,2501.5748566656853,1
2025-01-01T00:00:32.000000Z,LEO_P7_S2,HGV_330,2029.9895261898967,3491.572291131135,5554.950137493091,3845.847575575429,1917.5853909707291,4844.959711206668,0.7246719303434987,-0.628146085350998,-0.2833427056242036,2505.7656759587817,1
2025-01-01T00:00:33.000000Z,LEO_P7_S2,HGV_330,2030.2036410940486,3498.962361437402,5554.789056316428,3843.9534222877287,1914.7200932507697,4847.28741842794,0.7226111720765757,-0.6311737011012487,-0.2818738246596675,2509.9941037189988,1
2025-01-01T00:00:34.000000Z,LEO_P7_S2,HGV_330,2030.4188445778584,3506.3524190429894,5554.627975139766,3842.053545883976,1911.852374842359,4849.608435898785,0.720543904679049,-0.6341826456685342,-0.2804083689241957,2514.2599771391747,1
2025-01-01T00:00:35.000000Z,LEO_P7_S2,HGV_330,2030.6351366406097,3513.742463828435,5554.466893963104,3840.1479480254293,1908.9822390394231,4851.9227596458495,0.7184703006895743,-0.6371729196857472,-0.2789464060463458,2518.563132878399,1
2025-01-01T00:00:36.000000Z,LEO_P7_S2,HGV_330,2030.852517281574,3521.1324956742737,5554.3058127864415,3838.2366303651465,1906.1096891329958,4854.230385682442,0.7163905316405745,-0.640144526343007,-0.2774880025673579,2522.9034070907683,1
2025-01-01T00:00:37.000000Z,LEO_P7_S2,HGV_330,2031.070986500011,3528.5225144610413,5554.144731609779,3836.3195945480156,1903.2347284112516,4856.531310008505,0.7143047680273951,-0.643097471349044,-0.2760332239383422,2527.280635453871,1
2025-01-01T00:00:38.000000Z,LEO_P7_S2,HGV_330,2031.29054429517,3535.912520069274,5553.983650433117,3834.396842210778,1900.357360159544,4858.825528610591,0.7122131792784286,-0.646031762892255,-0.27458213451795854,2531.6946531969625,1
2025-01-01T00:00:39.000000Z,LEO_P7_S2,HGV_330,2031.5111906662871,3543.302512379507,5553.822569256456,3832.4683749820433,1897.4775876604378,4861.113037461836,0.7101159337262102,-0.6489474116014533,-0.27313479757058917,2536.145295128847,1
2025-01-01T00:00:40.000000Z,LEO_P7_S2,HGV_330,2031.732925612588,3550.692491272277,5553.661488079793,3830.5341944823244,1894.5954141937457,4863.39383252193,0.7080131985794769,-0.6518444305063502,-0.27169127526497844,2540.6323956654533,1
2025-01-01T00:00:41.000000Z,LEO_P7_S2,HGV_330,2031.9557491332855,3558.082456628119,5553.500406903131,3828.5943023240593,1891.7108430365615,4865.667909737096,0.7059051398961906,-0.6547228349977889,-0.27025162867334895,2545.1557888571047,1
2025-01-01T00:00:42.000000Z,LEO_P7_S2,HGV_330,2032.1796612275825,3565.47240832757,5553.339325726469,3826.648700111634,1888.8238774633016,4867.935265040067,0.7037919225575164,-0.6575826427877672,-0.26881591777097275,2549.715308415465,1
2025-01-01T00:00:43.000000Z,LEO_P7_S2,HGV_330,2032.4046618946684,3572.862346251165,5553.178244549807,3824.697389441411,1885.934520745736,4870.19589435006,0.7016737102427575,-0.6604238738692708,-0.2673842014361886,2554.310787740166,1
