epoch_utc,sat,tgt,x_s_km,y_s_km,z_s_km,x_t_km,y_t_km,z_t_km,los_u_x,los_u_y,los_u_z,range_km,visible
2025-01-01T00:00:00.000000Z,MEO_P3_S2,HGV_330,10047.819582829587,-14581.282235309289,23709.571828525673,3903.428297693566,2007.976919898685,4766.963980938112,-0.23706394401176312,0.6400496031365279,-0.7308469005026706,25918.708603072664,1
2025-01-01T00:00:01.000000Z,MEO_P3_S2,HGV_330,10048.988018145696,-14579.208319596028,23710.356403271246,3901.718211369078,2005.190842413848,4769.503740541511,-0.23720896321367377,0.639953711874719,-0.7308838173258888,25914.997997943534,1
2025-01-01T00:00:02.000000Z,MEO_P3_S2,HGV_330,10050.15642288329,-14577.134091303626,23711.140066247885,3900.002344321069,2002.4022371140054,4772.036930673412,-0.23735420463146656,0.6398575723667146,-0.7309208360887919,25911.291894371116,1
2025-01-01T00:00:03.000000Z,MEO_P3_S2,HGV_330,10051.32518355473,-14575.060110953877,23711.923729224527,3898.280698483448,1999.6111074026096,4774.563547771819,-0.23749967281147197,0.6397611785301083,-0.7309579603918482,25907.59141784414,1
2025-01-01T00:00:04.000000Z,MEO_P3_S2,HGV_330,10052.494300130067,-14572.986378587662,23712.70739220117,3896.5532757813135,1996.8174566792018,4777.083588262342,-0.23764536760014318,0.6396645302349749,-0.7309951901465985,25903.896577132546,1
2025-01-01T00:00:05.000000Z,MEO_P3_S2,HGV_330,10053.663772579343,-14570.912894245865,23713.49105517781,3894.8200781309756,1994.0212883394477,4779.597048558167,-0.23779128884354858,0.6395676273512445,-0.731032525264385,25900.207381021813,1
2025-01-01T00:00:06.000000Z,MEO_P3_S2,HGV_330,10054.832053285385,-14568.8374183975,23714.27107024562,3893.0811074399753,1991.2226057751657,4782.103925060027,-0.23793741767202656,0.6394704935781509,-0.7310699509037994,25896.51937106748,1
2025-01-01T00:00:07.000000Z,MEO_P3_S2,HGV_330,10056.000690132087,-14566.7621904296,23715.051085313433,3891.336365607096,1988.4214123743584,4784.604214156172,-0.23808377270729716,0.6393731049291574,-0.7311074817471838,25892.837022974672,1
2025-01-01T00:00:08.000000Z,MEO_P3_S2,HGV_330,10057.169683089505,-14564.687210383068,23715.83110038125,3889.5858545223923,1985.6177115212456,4787.097912222339,-0.23823035379442706,0.6392754612736121,-0.7311451177053653,25889.160345575547,1
2025-01-01T00:00:09.000000Z,MEO_P3_S2,HGV_330,10058.339032127695,-14562.612478298797,23716.61111544906,3887.829576067195,1982.811506596291,4789.585015621719,-0.2383771607780902,0.6391775624807235,-0.7311828586889721,25885.48934771794,1
2025-01-01T00:00:10.000000Z,MEO_P3_S2,HGV_330,10059.508737216707,-14560.537994217693,23717.391130516873,3886.067532114142,1980.002800976239,4792.0655207049385,-0.23852419350256474,0.6390794084195635,-0.731220704608432,25881.82403826547,1
2025-01-01T00:00:11.000000Z,MEO_P3_S2,HGV_330,10060.678798326597,-14558.46375818065,23718.171145584685,3884.299724527188,1977.191598034141,4794.539423810015,-0.238671451811732,0.6389809989590676,-0.7312586553739738,25878.164426097508,1
2025-01-01T00:00:12.000000Z,MEO_P3_S2,HGV_330,10061.849215427397,-14556.389770228552,23718.951160652497,3882.5261551616272,1974.377901139388,4797.006721262341,-0.23881893554907263,0.6388823339680378,-0.7312967108956259,25874.51052010924,1
2025-01-01T00:00:13.000000Z,MEO_P3_S2,HGV_330,10063.019988489154,-14554.316030402291,23719.731175720313,3880.7468258641093,1971.561713657744,4799.467409374641,-0.2389666445576659,0.6387834133151441,-0.7313348710832158,25870.86232921171,1
2025-01-01T00:00:14.000000Z,MEO_P3_S2,HGV_330,10064.1911174819,-14552.24253874275,23720.511190788126,3878.9617384726603,1968.7430389513738,4801.921484446952,-0.23911457868018696,0.6386842368689257,-0.7313731358463713,25867.219862331833,1
2025-01-01T00:00:15.000000Z,MEO_P3_S2,HGV_330,10065.362602375666,-14550.169295290816,23721.291205855938,3877.170894816696,1965.9218803788774,4804.368942766589,-0.23926273775890422,0.6385848044977933,-0.7314115050945186,25863.583128412454,1
2025-01-01T00:00:16.000000Z,MEO_P3_S2,HGV_330,10066.534443140485,-14548.096300087363,23722.07122092375,3875.3742967170447,1963.0982412953178,4806.809780608116,-0.23941112163567826,0.6384851160700304,-0.7314499787368829,25859.95213641237,1
2025-01-01T00:00:17.000000Z,MEO_P3_S2,HGV_330,10067.706639746371,-14546.023553173265,23722.851235991562,3873.5719459859656,1960.2721250522552,4809.243994233317,-0.23955973015195806,0.638385171453795,-0.7314885566824881,25856.326895306356,1
2025-01-01T00:00:18.000000Z,MEO_P3_S2,HGV_330,10068.87919216335,-14543.951054589403,23723.631251059374,3871.7638444271647,1957.4435349977769,4811.671579891163,-0.23970856314878014,0.6382849705171223,-0.7315272388401566,25852.707414085227,1
2025-01-01T00:00:19.000000Z,MEO_P3_S2,HGV_330,10070.052100361436,-14541.878804376636,23724.41126612719,3869.9499938358144,1954.6124744765289,4814.092533817785,-0.23985762046676584,0.6381845131279248,-0.7315660251185088,25849.09370175585,1
2025-01-01T00:00:20.000000Z,MEO_P3_S2,HGV_330,10071.225364310636,-14539.806802575837,23725.191281195002,3868.1303959985744,1951.778946829748,4816.5068522364445,-0.24000690194611865,0.6380837991539956,-0.7316049154259623,25845.485767341183,1
2025-01-01T00:00:21.000000Z,MEO_P3_S2,HGV_330,10072.398983980955,-14537.73504922787,23725.971296262815,3866.3050526936054,1948.942955395293,4818.914531357499,-0.2401564074266229,0.6379828284630096,-0.7316439096707333,25841.88361988032,1
2025-01-01T00:00:22.000000Z,MEO_P3_S2,HGV_330,10073.566741065617,-14535.654627355352,23726.736706499534,3864.4739656905917,1946.1045035076745,4821.315567378378,-0.24030606226931744,0.6378816969391861,-0.7316829485143134,25838.26940003007,1
2025-01-01T00:00:23.000000Z,MEO_P3_S2,HGV_330,10074.734855111912,-14533.574453110541,23727.502116736254,3862.637136750761,1943.2635944980889,4823.709956483549,-0.24045594104206455,0.6377803083208182,-0.7317220911902121,25834.66098379506,1
