t_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,ax_mps2,ay_mps2,az_mps2
209.59999999999238,395021.90370837087,315766.3797140164,6391238.526788403,-2594.02213836802,-3558.266619993867,745.8002051990903,15.670496613894082,-2.211043032002761,0.8334312355146286
209.69999999999237,394762.579845446,315410.5419969388,6391313.110974907,-2592.4614663601114,-3558.4876092181935,745.8775832318194,15.543570613955099,-2.2087979508797964,0.7145924959332157
209.79999999999237,394503.4114150989,315054.6821921728,6391387.70230505,-2590.913424245229,-3558.708379584043,745.943123698277,15.417895934661795,-2.206668836879669,0.5966680357233028
209.89999999999236,394244.397160597,314698.80032102205,6391462.299599647,-2589.3778871731793,-3558.9289429855694,745.996916838964,15.293466502047027,-2.20466102182412,0.47963492106649025
209.99999999999235,393985.53583766427,314342.8964035757,6391536.901688417,-2587.85473094482,-3559.149311788408,746.0390506824903,15.170275235144297,-2.2027787170374156,0.3634721972048489
210.09999999999235,393726.82621440804,313986.9704586644,6391611.507409783,-2586.3438321261506,-3559.369498728977,746.069611278405,15.048314088199678,-2.2010250453605638,0.24816079530866364
210.19999999999234,393468.26707123907,313631.02250382997,6391686.115610673,-2584.84506812718,-3559.58951679748,746.088682841552,14.927574110334657,-2.1994020557032288,0.1336831133812742
210.29999999999234,393209.85720078263,313275.05255530495,6391760.725146351,-2583.358317304084,-3559.8093791401175,746.0963479010812,14.808045433893245,-2.1979107710650507,0.020023342221976465
210.39999999999233,392951.5954077783,312919.060628002,6391835.334880253,-2581.8834590404017,-3560.029098951693,746.0926875099964,14.68971743161175,-2.196551153611051,-0.09283244144172004
210.49999999999233,392693.4805089746,312563.04673551465,6391909.943683853,-2580.4203738177616,-3560.2486893708397,746.0777814127929,14.57257862930729,-2.1953222443700153,-0.20489662420005772
210.59999999999232,392435.51133301476,312207.01089012786,6391984.550436536,-2578.9689433145404,-3560.468163400567,746.0517081851564,14.456616778628272,-2.1942221574137304,-0.3161800559610308
210.69999999999231,392177.6867203117,311850.9531028346,6392059.15402549,-2577.529050462036,-3560.6875338023224,746.0145454016007,14.341818986577797,-2.193248056573918,-0.42669195681812805
210.7999999999923,391920.0055229224,311494.87338336743,6392133.753345616,-2576.100579517225,-3560.9068130118817,745.9663697937928,14.22817156271857,-2.1923963708105814,-0.5364400334656544
210.8999999999923,391662.4666044083,311138.77174023225,6392208.347299449,-2574.6834161494926,-3561.1260130764845,745.9072573949076,14.115660206881223,-2.191662712721279,-0.6454304093495378
210.9999999999923,391405.0688396925,310782.6481807522,6392282.934797095,-2573.277447475849,-3561.345145554426,745.8372837119229,14.004270159060411,-2.191041834885379,-0.7536678109318447
211.0999999999923,391147.81111491314,310426.5027111214,6392357.5147561915,-2571.8825621176807,-3561.5642214434615,745.7565238327212,13.893986008773362,-2.1905278801570027,-0.861155753955294
211.1999999999923,390890.692327269,310070.3353364635,6392432.086101862,-2570.4986502740944,-3561.7832511304573,745.6650525611318,13.784791824583282,-2.190114346740426,-0.9678962640464857
211.29999999999228,390633.71138485835,309714.14606089535,6392506.647766704,-2569.125603752764,-3562.0022443128096,745.5629445799119,13.676671349095027,-2.1897940328928023,-1.0738899931312218
211.39999999999227,390376.8672065185,309357.934887601,6392581.198690778,-2567.7633160042756,-3562.221209937036,745.4502745625056,13.569607882528405,-2.189559214457528,-1.179136522114344
211.49999999999227,390120.1587216575,309001.701818908,6392655.737821616,-2566.4116821762586,-3562.440156155701,745.3271172754891,13.463584327838218,-2.1894016826992235,-1.2836343375966683
211.59999999999226,389863.58487008326,308645.4468563699,6392730.264114233,-2565.070599138708,-3562.6590902735757,745.1935476949863,13.358583302763995,-2.189312767586795,-1.3873806921765997
211.69999999999226,389607.1446018298,308289.1700008533,6392804.776531155,-2563.739965515706,-3562.8780187092184,745.0496411370538,13.25458722276683,-2.1892833377934373,-1.4903717674321508
211.79999999999225,389350.83687698015,307932.8712526281,6392879.27404246,-2562.419681694155,-3563.0969469411343,744.8954733414998,13.151578328689377,-2.189303860359484,-1.5926028601831828
211.89999999999225,389094.660665491,307576.5506114651,6392953.7556258235,-2561.1096498499683,-3563.3158794812903,744.7311205650171,13.049538627093003,-2.189364566584242,-1.6940683592111836
211.99999999999224,388838.6149470102,307220.2080767319,6393028.220266573,-2559.8097739687364,-3563.534819854451,744.5566596696576,12.948450051772678,-2.1894553909079484,-1.7947617219762033
212.09999999999224,388582.6987106973,306863.8436474943,6393102.666957757,-2558.519959839614,-3563.753770559472,744.3721682206219,12.848294482683562,-2.1895660334850042,-1.8946756608785276
212.19999999999223,388326.9109550423,306507.45732262003,6393177.094700217,-2557.2401150722,-3563.972733061148,744.1777245374819,12.74905374885138,-2.1896860489529324,-1.9938021898270786
212.29999999999222,388071.2506876829,306151.0491008821,6393251.502502665,-2555.9701490898437,-3564.1917077692624,743.9734077826565,12.650709759330576,-2.1898048114986857,-2.092132647521913
212.39999999999222,387815.71692522435,305794.6189810662,6393325.889381774,-2554.709973120334,-3564.410694023448,743.7592980079776,12.55324452358835,-2.189911610912656,-2.1896578371526054
212.4999999999922,387560.30869305885,305438.16696207743,6393400.2543622665,-2553.459500185126,-3564.629690091445,743.535476215226,12.456640091841818,-2.1899957617280386,-2.2863678866998662
212.5999999999922,387305.02502518735,305081.69304304797,6393474.596477017,-2552.2186451019656,-3564.8486931757934,743.3020244306376,12.360878690379444,-2.190046534815462,-2.3822525516153736
212.6999999999922,387049.8649640385,304725.1972234423,6393548.914767153,-2550.9873244470505,-3565.067699398408,743.059025704903,12.265942768136272,-2.1900532330620415,-2.477301401086861
212.7999999999922,386794.82756029797,304368.6795031683,6393623.208282158,-2549.7654565483385,-3565.286703822406,742.8065641504203,12.171814931208027,-2.190005329612301,-2.571503492072939
212.8999999999922,386539.91187272884,304012.1398826779,6393697.476079983,-2548.552961460809,-3565.5057004643304,742.5447250064884,12.078478159676939,-2.1898923223490208,-2.6648474624381984
212.99999999999218,386285.11696800584,303655.5783630755,6393771.717227159,-2547.3497609164033,-3565.7246822868756,742.2735946579327,11.985915682456152,-2.1897038954194947,-2.757322066463687
213.09999999999218,386030.4419205456,303298.99494622054,6393845.930798914,-2546.155778324318,-3565.9436412434143,741.9932605931957,11.894110954018055,-2.1894300298300884,-2.848915942013426
213.19999999999217,385775.885812341,302942.38963482686,6393920.115879278,-2544.9709387256,-3566.1625682928416,741.70381146953,11.80304793524623,-2.189060828823255,-2.9396173311399103
213.29999999999217,385521.4477328005,302585.762432562,6393994.271561208,-2543.795168737269,-3566.381453409179,741.4053371269678,11.712711003202214,-2.188586622651325,-3.029414801858538
213.39999999999216,385267.1267785936,302229.11334414507,6394068.396946703,-2542.6283965249595,-3566.600285617372,741.0979285091584,11.623084777966803,-2.1879981664825543,-3.1182970386005944
213.49999999999216,385012.92205349554,301872.4423754386,6394142.49114691,-2541.4705517816756,-3566.8190530424754,740.7816777192477,11.534154321999013,-2.1872865429032906,-3.20625260938034
213.59999999999215,384758.8326682373,301515.7495335366,6394216.553282247,-2540.32156566056,-3567.0377429259524,740.4566779872823,11.44590531039577,-2.186443057144185,-3.293270408176073
213.69999999999214,384504.85774036346,301159.0348268534,6394290.582482507,-2539.1813707195965,-3567.256341653904,740.1230236376125,11.358323786410628,-2.1854594670004523,-3.3793395385148064
213.79999999999214,384250.9963940934,300802.29826520587,6394364.577886974,-2538.049900903278,-3567.4748348193525,739.7808100795794,11.271393815696415,-2.1843250258826963,-3.464443515986401
213.89999999999213,383997.2477601828,300445.5398598896,6394438.538644523,-2536.9270919564574,-3567.6932066590807,739.4301349344153,11.183368475759107,-2.1809166340973536,-3.5443068249153127
213.99999999999213,383743.6109757021,300088.7596238741,6394512.463913961,-2535.813227208126,-3567.911018146172,739.0719487145964,11.090807666187805,-2.1710397486459767,-3.610448655673145
214.09999999999212,383490.08511474123,299731.9576562604,6394586.353034266,-2534.70893042322,-3568.12741460881,738.7080452032807,10.99381019303172,-2.154807744955301,-3.6630254704512972
214.19999999999212,383236.6691896175,299375.1341409524,6394660.205523002,-2533.61446516952,-3568.341979695163,738.3393436205062,10.89595256926321,-2.136579093348822,-3.7107626674698913
214.2999999999921,382983.36222170736,299018.2892603214,6394734.02090299,-2532.5297399093674,-3568.5547304274796,737.9658926697867,10.79901274788715,-2.118528512073801,-3.758033178746914
214.3999999999921,382730.16324163566,298661.4231948669,6394807.798701536,-2531.4546626199426,-3568.7656853975777,737.5877369847568,10.702988445703493,-2.100662651355498,-3.80485963542036
214.4999999999921,382477.0712891834,298304.53612324194,6394881.538450387,-2530.389142220227,-3568.9748629577507,737.2049207427027,10.607870147214873,-2.0829792469159023,-3.851246763952864
214.5999999999921,382224.08541319164,297947.6282222754,6394955.239685684,-2529.3330885904998,-3569.182281246961,736.8174876319663,10.513648334018086,-2.065476152347518,-3.8971991278239044
214.6999999999921,381971.2046714653,297590.6996669926,6395028.901947914,-2528.2864125534234,-3569.38795818822,736.425480917138,10.420313716168176,-2.048151161579997,-3.94272119738184
214.79999999999208,381718.428130681,297233.7506306378,6395102.524781868,-2527.2490258472662,-3569.591911479277,736.02894339249,10.327857072116462,-2.0310021282058432,-3.9878176059576154
214.89999999999208,381465.7548662959,296876.7812846968,6395176.107736592,-2526.220841139,-3569.7941586138613,735.6279173959465,10.23626923997712,-2.014026969845987,-4.032492777332893
214.99999999999207,381213.1839624532,296519.7917989151,6395249.650365347,-2525.201771999271,-3569.994716873246,735.2224448370234,10.14554124412883,-1.9972235590104217,-4.076751042158212
215.09999999999206,380960.7145118961,296162.78234132216,6395323.15222556,-2524.1917328901745,-3570.1936033256634,734.8125671875149,10.055664133690815,-1.980589855520633,-4.120596754365472
215.19999999999206,380708.3456158752,295805.75307825,6395396.612878785,-2523.190639172533,-3570.39083484435,734.3983254861504,9.966629072735598,-1.9641238468467443,-4.164034221321581
215.29999999999205,380456.0763840616,295448.70417435333,6395470.031890657,-2522.1984070756275,-3570.5864280950327,733.9797603432506,9.87842738395613,-1.947823495720624,-4.2070677038284545
215.39999999999205,380203.9059344601,295091.635792631,6395543.408830853,-2521.2149536957418,-3570.7803995434942,733.5569119453847,9.791050433705651,-1.931686834723333,-4.249701439403239
215.49999999999204,379951.8333933225,294734.5480944447,6395616.743273046,-2520.2401969888865,-3570.9727654619774,733.12982005537,9.704489728028973,-1.9157118920703575,-4.291939502582767
215.59999999999204,379699.85789506236,294377.44123953866,6395690.034794864,-2519.274055750136,-3571.1635419219083,732.6985240448682,9.618736844277556,-1.8998967338121644,-4.333785991185228
215.69999999999203,379447.9785821725,294020.31538606033,6395763.282977855,-2518.316449620031,-3571.3527448087398,732.263062857133,9.53378339763785,-1.8842394987587956,-4.375245072879146
215.79999999999202,379196.1946051384,293663.17069057695,6395836.487407436,-2517.3672990706086,-3571.54038982166,731.8234750302925,9.449621182284854,-1.8687382907956969,-4.41632065922047
215.89999999999202,378944.5051223584,293306.00730809604,6395909.647672861,-2516.4265253835742,-3571.726492466899,731.379798725289,9.36624208843849,-1.8533912312706122,-4.457016685047077
215.999999999992,378692.9093000617,292948.8253920836,6395982.763367181,-2515.494050652921,-3571.911068067914,730.9320716932831,9.28363803687087,-1.8381965113827528,-4.497337131761839
216.099999999992,378441.40631222783,292591.6250944825,6396055.8340871995,-2514.5697977762,-3572.0941317691754,730.4803312989367,9.201801067684368,-1.8231523281452737,-4.537285887636502
216.199999999992,378189.9953405065,292234.4065657298,6396128.8594334405,-2513.6536904393843,-3572.275698533543,730.0246145157558,9.120723280648754,-1.8082569207764327,-4.576866771094761
216.299999999992,377938.67557414,291877.16995477583,6396201.839010103,-2512.7456531200705,-3572.4557831533307,729.5649579447178,9.040371912124614,-1.7934785471880896,-4.616022738628351
216.399999999992,377687.4462098825,291519.9154090992,6396274.772425029,-2511.8456160569594,-3572.6343942429808,729.1014099680302,8.960499323439363,-1.778527804708675,-4.654174181633531
216.49999999999199,377436.3064509286,291162.6430759273,6396347.659292096,-2510.9535532553828,-3572.8114887142724,728.6341231083911,8.88055646210028,-1.7627552544582705,-4.690011381172479
216.59999999999198,377185.25549923145,290805.3531113564,6396420.499249651,-2510.0695047645395,-3572.9869452938724,728.1634076917958,8.800083753886202,-1.7456212168327594,-4.722449393011898
216.69999999999197,376934.29254997574,290448.04568686854,6396493.291973635,-2509.1935365046056,-3573.160612957639,727.6896332297888,8.718977520766698,-1.7270150434343194,-4.751278040930899
216.79999999999197,376683.41679193056,290090.7209887649,6396566.037176297,-2508.3257092603862,-3573.3323483025592,727.2131520836097,8.637295494557328,-1.7070214089472817,-4.776688502170986
216.89999999999196,376432.6274081237,289733.3792172081,6396638.734604051,-2507.4660774056943,-3573.5020172394284,726.7342955293547,8.55509898683798,-1.685730715689811,-4.79888792615468
216.99999999999196,376181.92357644945,289376.02058531705,6396711.384035403,-2506.6146894630187,-3573.669494445697,726.2533744983788,8.472444146173556,-1.66322798468182,-4.818076221272623
217.09999999999195,375931.3044702311,289018.645318319,6396783.985278951,-2505.7715885764596,-3573.8346628363647,725.7706802851002,8.389382468886218,-1.6395932776505129,-4.834446124732769
217.19999999999195,375680.7692587342,288661.2536527498,6396856.53817146,-2504.9368129692416,-3573.9974131012273,725.2864852734323,8.305961264705292,-1.6149021204911158,-4.848183272407303
217.29999999999194,375430.3171076373,288303.84583569877,6396929.042576006,-2504.1103963235187,-3574.157643260463,724.8010436306188,8.222224135534374,-1.5892258146778653,-4.859466431663285
217.39999999999193,375179.9471794695,287946.42212409776,6397001.498380186,-2503.292368142135,-3574.315258264163,724.3145919870997,8.138211283949666,-1.562631824344951,-4.868467454798797
217.49999999999193,374929.6586340089,287588.982784046,6397073.905494403,-2502.482754066729,-3574.470169625332,723.8273501396591,8.053960105462924,-1.5351839188952872,-4.875351279042938
217.59999999999192,374679.4506286562,287231.52809017274,6397146.263850214,-2501.6815761210423,-3574.622295047942,723.3395217312911,7.9695053995242215,-1.5069425222464763,-4.880276275799524
217.69999999999192,374429.3223187847,286874.0583250364,6397218.573398749,-2500.888852986824,-3574.771558129781,722.8512948844992,7.884879565972818,-1.4779650446144772,-4.883394390345466
217.7999999999919,374179.27285805886,286516.5737785468,6397290.834109191,-2500.104600207848,-3574.9178880568647,722.3628428532221,7.800113082342238,-1.4483059523627986,-4.884851071983854
217.8999999999919,373929.3013987432,286159.0747474251,6397363.04596732,-2499.3288303703557,-3575.0612193202537,721.8743246701025,7.715234566424426,-1.4180171216140376,-4.884785506874601
217.9999999999919,373679.4070919848,285801.5615346828,6397435.208974125,-2498.561553294563,-3575.2014914811875,721.3858857518472,7.630271074595363,-1.3871479532100117,-4.883330827579749
218.0999999999919,373429.5890880843,285444.0344491289,6397507.32314447,-2497.8027761554367,-3575.3386489108957,720.8976585045866,7.545248388487809,-1.3557454745751645,-4.880614299327981
218.1999999999919,373179.84653675376,285086.4938049007,6397579.388505826,-2497.0525036168656,-3575.4726405761025,720.4097628919817,7.460191055725287,-1.323854616202955,-4.876757459715286
218.29999999999188,372930.17858736095,284728.9399210137,6397651.405097049,-2496.3107379442918,-3575.6034198341363,719.9223070126436,7.375122573285317,-1.2915183135192645,-4.871876072138825
218.39999999999188,372680.5843891649,284371.3731209339,6397723.372967228,-2495.5774791022086,-3575.7309442388064,719.435387677554,7.290065468987865,-1.2587776800501875,-4.866080475040625
218.49999999999187,372431.06309154053,284013.793732166,6397795.292174584,-2494.8527248504943,-3575.8551753701463,718.9490909176355,7.205041505222153,-1.2256720656296936,-4.859475838021289
218.59999999999187,372181.61384419486,283656.2020858599,6397867.162785412,-2494.1364708011643,-3575.9760786519323,718.4634925099498,7.120071872487138,-1.1922390986001796,-4.852161998860814
218.69999999999186,371932.23579738033,283298.59851643565,6397938.984873086,-2493.428710475997,-3576.0936231898663,717.9786585178634,7.035177045327545,-1.1585149593884785,-4.84423390589682
218.79999999999185,371682.9281020997,282940.98336122197,6398010.758517115,-2492.729435392099,-3576.20778164381,717.4946457287705,6.9503769074803445,-1.1245344241616024,-4.835781827569282
218.89999999999185,371433.68991030194,282583.35696010693,6398082.483802232,-2492.038635094501,-3576.3185300746986,717.0115021523496,6.865691066198386,-1.0903307687841044,-4.826891026460477
218.99999999999184,371184.5203750808,282225.71965520707,6398154.160817546,-2491.356297178859,-3576.425847797567,716.5292675234784,6.781138667431991,-1.0559360103798698,-4.817642387934871
219.09999999999184,370935.4186508662,281868.07179054746,6398225.789655737,-2490.6824073610146,-3576.5297172767746,716.0479736747627,6.6967383565501395,-1.0213810543064608,-4.808112536557292
219.19999999999183,370686.38389360864,281510.41371175175,6398297.370412281,-2490.0169495075493,-3576.630124008428,715.567645016167,6.612508595572229,-0.9866955384496229,-4.798373719677602
219.29999999999183,370437.4152609647,281152.7457657458,6398368.90318474,-2489.3599056419002,-3576.7270563844645,715.0882989308272,6.528467599128279,-0.9519079394522664,-4.7884942032405196
219.39999999999182,370188.5119124803,280795.0683004749,6398440.388072067,-2488.7112559877237,-3576.8205055963185,714.609946175519,6.444633183128101,-0.9170457895380035,-4.778538108804172
219.49999999999181,369939.6730097672,280437.3816646266,6398511.825173975,-2488.0709790052747,-3576.910465542372,714.1325913090665,6.361022927740485,-0.8821355921100396,-4.768565855920586
219.5999999999918,369690.89771667926,280079.68620736647,6398583.214590329,-2487.4390514021757,-3576.9969327147405,713.6562330043349,6.277654283622171,-0.8472027839161937,-4.758634348400208
219.6999999999918,369442.1851994868,279721.9822780837,6398654.556420576,-2486.8154481485503,-3577.0799060991553,713.1808644393865,6.194544462778492,-0.8122718747472852,-4.748796764762048
219.7999999999918,369193.5346270496,279364.2702261467,6398725.850763217,-2486.20014250962,-3577.15938708969,712.7064736513826,6.111710349796687,-0.7773665609420719,-4.7391028841965825
219.8999999999918,368944.9451709849,279006.5504006658,6398797.097715306,-2485.593106078591,-3577.2353794113437,712.2330438625472,6.029168648820248,-0.7425096322549929,-4.7295992029833505
219.9999999999918,368696.4160058339,278648.82315026445,6398868.297371989,-2484.994308779856,-3577.307889016141,711.760553810786,5.946935953398108,-0.707722931110806,-4.720329144038528
220.09999999999178,368447.94630922895,278291.0888228626,6398939.449826068,-2484.4037188879115,-3577.376923997566,711.2889780337396,5.865028536939341,-0.6730275694281246,-4.711333080195727
220.19999999999177,368199.53526205634,277933.347765465,6399010.555167596,-2483.8213030724683,-3577.4424945300266,710.8182871947469,5.783462399270194,-0.6384438922396293,-4.702648380772115
220.29999999999177,367951.1820486145,277575.60032395663,6399081.613483507,-2483.2470264080575,-3577.504612776014,710.3484483575852,5.702253400523074,-0.6039913845598109,-4.694309690967469
220.39999999999176,367702.88585677475,277217.8468429098,6399152.624857267,-2482.6808523923637,-3577.5632928069385,709.8794252565534,5.621417185466591,-0.5696887717931856,-4.686348955147235
220.49999999999176,367454.64587813604,276860.0876653953,6399223.5893685585,-2482.1227429709643,-3577.6185505303724,709.4111785665558,5.5409690859963545,-0.5355540808523378,-4.678795509972512
220.59999999999175,367206.4613081806,276502.3231328038,6399294.507092981,-2481.5726585751645,-3577.670403623109,708.943666154559,5.460924106592157,-0.5016046459786879,-4.671676247381508
220.69999999999175,366958.33134642104,276144.5535846707,6399365.378101789,-2481.030558149646,-3577.718871459568,708.4768433170796,5.381297061103702,-0.46785705199002153,-4.665015731007126
220.79999999999174,366710.2551965507,275786.7793585119,6399436.202461644,-2480.496399162944,-3577.763975033507,708.0106630083576,5.302102517453323,-0.43432717357066136,-4.658836172893908
220.89999999999173,366462.2320665885,275429.00078966405,6399506.980234391,-2479.9701376461553,-3577.8057368942823,707.5450760825008,5.22335467394471,-0.40103024075508537,-4.653157689608898
220.99999999999173,366214.2611690215,275071.2182111331,6399577.711476861,-2479.451728228155,-3577.844181081658,707.0800314704359,5.145067443664012,-0.3679808127344795,-4.647998372093675
221.09999999999172,365966.3417209429,274713.43195344775,6399648.396240685,-2478.9411241574226,-3577.879333056829,706.6154764080821,5.067254428286393,-0.3351928040501852,-4.643374239095388
221.19999999999172,365718.47294419,274355.64234452177,6399719.034572142,-2478.4382773424977,-3577.911219642468,706.1513566226168,4.9899288773306685,-0.3026794976904229,-4.639299493283297
221.2999999999917,365470.6540654744,273997.8497095193,6399789.62651201,-2477.9431383819565,-3577.9398689563673,705.6876165094255,4.9131037754707965,-0.2704535043449295,-4.635786544531848
221.3999999999917,365222.88431651366,273640.05437073053,6399860.172095444,-2477.4556565874036,-3577.965310343337,705.2241993137105,4.836791672278471,-0.23852688318585472,-4.632846079767583
221.4999999999917,364975.16293415695,273282.2566474507,6399930.671351872,-2476.975780047501,-3577.9875743330044,704.7610472934721,4.761004708416565,-0.20691111567431375,-4.630487109535274
221.5999999999917,364727.4891605042,272924.456855864,6400001.124304903,-2476.5034556457204,-3578.006692566472,704.2981018918035,4.685754785896545,-0.1756170138833213,-4.62871724739697
221.6999999999917,364479.86224302783,272566.6553089374,6400071.530972251,-2476.0386290903216,-3578.022697735781,703.8353038439927,4.61105340509929,-0.1446548296371557,-4.627542616799737
221.79999999999168,364232.28143468616,272208.85231631686,6400141.8913656715,-2475.5812449647005,-3578.0356235323993,703.3725933684436,4.53691161965506,-0.11403427633923195,-4.626967804507252
221.89999999999168,363984.7459940349,271851.048184231,6400212.205490924,-2475.1312467663906,-3578.045504591049,702.9099102830913,4.463340110669632,-0.08376450132346257,-4.626996186562714
221.99999999999167,363737.2551853329,271493.2432153987,6400282.473347728,-2474.6885769425667,-3578.052376432664,702.4471941311311,4.3903491954554505,-0.05385409313021534,-4.627629928291107
222.09999999999167,363489.80827864644,271135.4377089445,6400352.694929751,-2474.2531769272996,-3578.056275409675,701.9843842974332,4.317948715470511,-0.024311149900314848,-4.6288700541484005
222.19999999999166,363242.4045499475,270777.6319603168,6400422.870224588,-2473.8249871994726,-3578.057238662644,701.5214201203015,4.246148107631839,0.004856759915128626,-4.630716377869511
222.29999999999166,362995.04328120657,270419.826261212,6400492.999213775,-2473.4039473057733,-3578.055304057692,701.0582410218593,4.174956481438367,0.03364263102412415,-4.633167712018726
222.39999999999165,362747.72376048635,270062.0208995053,6400563.081872792,-2472.989995903185,-3578.0505101364392,700.5947865778978,4.1043824676310185,0.062039933982308754,-4.636221937836049
222.49999999999164,362500.44528202596,269704.21615918475,6400633.11817109,-2472.583070812247,-3578.0428960708955,700.1309966342922,4.034434256027682,0.09004260355141526,-4.6398760052400485
222.59999999999164,362253.2071463239,269346.41232029116,6400703.108072119,-2472.1831090519795,-3578.032501615729,699.6668113768499,3.9651196391789636,0.11764505907195358,-4.644125979393984
222.69999999999163,362006.0086602156,268988.60965886165,6400773.051533366,-2471.7900468844114,-3578.019367059081,699.2021714384134,3.8964459730780105,0.1448421942768701,-4.648967110552727
222.79999999999163,361758.8491369471,268630.8084468794,6400842.9485064065,-2471.403819857364,-3578.0035331768736,698.7370179547394,3.828420174250131,0.17162933945656797,-4.654393950478076
222.89999999999162,361511.72789624415,268273.0089522263,6400912.798936957,-2471.0243628495614,-3577.98504119119,698.2712926483179,3.7610487343047088,0.19800226873486498,-4.6604003757241035
222.99999999999162,361264.6442643772,267915.2114386412,6400982.602764936,-2470.651610110503,-3577.9639327231266,697.8049378795946,3.6943377810532465,0.22395723499358974,-4.666979587637154
223.0999999999916,361017.5975742221,267557.41616568173,6401052.3599245325,-2470.285495293351,-3577.940249744191,697.3378967307905,3.6282929620940436,0.2494908680091754,-4.674124065787434
223.1999999999916,360770.58716531855,267199.6233886924,6401122.070344282,-2469.9259515180843,-3577.914034549525,696.8701130664372,3.562919479736795,0.2746001860941916,-4.681825870648861
223.2999999999916,360523.6123839185,266841.83335877187,6401191.733947146,-2469.5729113974035,-3577.8853297069722,696.4015315566608,3.4982221797692716,0.2992826484842396,-4.690076666884391
223.3999999999916,360276.6725830391,266484.04632275103,6401261.350650594,-2469.2263070821305,-3577.854178019828,695.9320977330603,3.4342054743321704,0.3235360883991418,-4.698867467232316
223.4999999999916,360029.7671225021,266126.26252316794,6401330.920366692,-2468.886070302537,-3577.8206224892924,695.4617580632143,3.3708733535606465,0.3473587086773675,-4.708188842051567
223.59999999999158,359782.8953689786,265768.4821982532,6401400.443002206,-2468.5521324114184,-3577.7847062780925,694.9904599646501,3.3082293695772083,0.3707490497618193,-4.718031105586233
223.69999999999158,359536.05669601983,265410.70558191236,6401469.918458685,-2468.2244244286217,-3577.74647267934,694.5181518420972,3.246276719439905,0.39370603044519575,-4.728384152986378
223.79999999999157,359289.2504840929,265052.9329037174,6401539.346632575,-2467.9028770675304,-3577.7059650720034,694.0447831340529,3.1850182291261255,0.4162289289525015,-4.739237623289497
223.89999999999156,359042.47612060636,264695.164388898,6401608.727415312,-2467.5874207827965,-3577.6632268935496,693.5703043174393,3.124456245859797,0.43831729417436455,-4.750580829568477
223.99999999999156,358795.7329999364,264337.4002583387,6401678.060693438,-2467.2779858183585,-3577.6183016131686,693.0946669681392,3.0645927676234272,0.4599710198818036,-4.7624027822175075
224.09999999999155,358549.0205234427,263979.6407285754,6401747.346348706,-2466.974502229272,-3577.571232689573,692.6178237609959,3.005429479526527,0.4811903374502709,-4.774692375213748
224.19999999999155,358302.33809949056,263621.88601180085,6401816.58425819,-2466.6768999224532,-3577.5220635456785,692.1397284930965,2.94696759083325,0.5019757008995215,-4.787438269704852
224.29999999999154,358055.68514345825,263264.1363158663,6401885.774294404,-2466.385108711105,-3577.4708375493933,691.660336107055,2.889208035776556,0.5223279222264251,-4.800629033707355
224.39999999999154,357809.06107774837,262906.391844291,6401954.916325412,-2466.099058315298,-3577.4175979612332,691.1796026863551,2.83215144154399,0.5422481117421138,-4.814253072255202
224.49999999999153,357562.4653317952,262548.6527962741,6402024.010214942,-2465.8186784227964,-3577.362387927045,690.697485492604,2.7757979216404904,0.5617375187285099,-4.828298534267494
224.59999999999152,357315.89734206384,262190.91936670564,6402093.05582251,-2465.54389873097,-3577.3052504574875,690.2139429795017,2.720147330546906,0.5807977082440959,-4.842753615230597
224.69999999999152,357069.35655204905,261833.19174618265,6402162.0530035375,-2465.274648956687,-3577.246228385396,689.7289347695579,2.665199224429822,0.5994305094646165,-4.857606580481209
224.7999999999915,356822.8424122725,261475.4701210286,6402231.001609464,-2465.010858886084,-3577.1853643555946,689.2424216634055,2.610952784016411,0.6176379356475432,-4.872845462524246
224.8999999999915,356576.35438027186,261117.75467331157,6402299.90148787,-2464.752458399884,-3577.1227007982666,688.7543656770531,2.557406954292819,0.6354222750815458,-4.888458224014294
224.9999999999915,356329.8919205926,260760.045580869,6402368.7524826,-2464.4993774952254,-3577.0582799005783,688.2647300186027,2.5045603120817366,0.6527859892230852,-4.9044331070038485
225.0999999999915,356083.45450477285,260402.3430173315,6402437.554433874,-2464.2515463374675,-3576.992143600422,687.7734790556524,2.452411147533124,0.6697317432554354,-4.92075823713122
225.1999999999915,355837.0416113251,260044.64715214894,6402506.307178411,-2464.008895265719,-3576.9243335519272,687.2805783711765,2.400957501959192,0.6862624133646412,-4.937421507202938
225.29999999999148,355590.65272571973,259686.95815062115,6402575.010549548,-2463.7713548370757,-3576.854891117749,686.7859947542119,2.350197081978101,0.7023810212559001,-4.954411159270362
225.39999999999148,355344.2873403577,259329.27617392543,6402643.664377362,-2463.538855849323,-3576.783857347676,686.2896961393225,2.3001274093986863,0.718090817099478,-4.971715551801308
225.49999999999147,355097.9449545499,258971.60137915166,6402712.268488776,-2463.311329355196,-3576.711272954329,685.7916516438517,2.2507456844324594,0.7333951638429842,-4.9893229501324745
225.59999999999147,354851.6250744867,258613.9339193346,6402780.82270769,-2463.0887067124368,-3576.6371783149075,685.291831549296,2.202048804611093,0.7482975437597331,-5.007221782580871
225.69999999999146,354605.32721320743,258256.27394348872,6402849.326855086,-2462.870919594274,-3576.561613445577,684.7902072873355,2.154033511760767,0.7628016392118732,-5.0254005240285
