t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-25T21:11:59.179330Z,6990803.529564388,-5108719.08925131,-3656438.206256486,-1334.7253991111434,3967.825484367667,-3401.3624402527676
1.0,2025-10-25T21:12:00.179567Z,6988722.2921845205,-5105769.454339435,-3659838.6905849054,-1338.04476948773,3970.2508649557826,-3399.6057736577136
2.0,2025-10-25T21:12:01.179569Z,6986633.127224052,-5102813.411681624,-3663234.7732683658,-1341.3670878027363,3972.6755607030045,-3397.842451810888
3.0,2025-10-25T21:12:02.179570Z,6984544.430551328,-5099857.091503488,-3666630.855951826,-1344.6890595903353,3975.1007620842474,-3396.079129964062
4.0,2025-10-25T21:12:03.179571Z,6982456.202195705,-5096900.493857603,-3670026.9386352864,-1348.0106847944521,3977.526469061864,-3394.315808117236
5.0,2025-10-25T21:12:04.179572Z,6980368.442186547,-5093943.618796552,-3673423.0213187467,-1351.331963359015,3979.952681598202,-3392.5524862704106
6.0,2025-10-25T21:12:05.179573Z,6978247.4978097025,-5090961.94728188,-3676801.31006339,-1354.6661549344542,3982.3746088370176,-3390.7623299299808
7.0,2025-10-25T21:12:06.179574Z,6976127.025414122,-5087979.993549348,-3680179.598808034,-1358.0000004568408,3984.797043493086,-3388.9721735895505
8.0,2025-10-25T21:12:07.179575Z,6974007.025029686,-5084997.757651936,-3683557.8875526777,-1361.3334998699008,3987.2199855288163,-3387.182017249121
9.0,2025-10-25T21:12:08.179576Z,6971887.4966862695,-5082015.239642628,-3686936.1762973214,-1364.6666531173662,3989.6434349066094,-3385.3918609086913
10.0,2025-10-25T21:12:09.179577Z,6969768.440413742,-5079032.439574408,-3690314.465041965,-1367.9994601429717,3992.0673915888633,-3383.601704568261
11.0,2025-10-25T21:12:10.179578Z,6967649.856241969,-5076049.357500269,-3693692.7537866086,-1371.3319208904559,3994.4918555379704,-3381.8115482278313
12.0,2025-10-25T21:12:11.179579Z,6965531.744200805,-5073065.993473198,-3697071.0425312524,-1374.6640353035602,3996.9168267163136,-3380.0213918874015
13.0,2025-10-25T21:12:12.179580Z,6963414.104320108,-5070082.347546195,-3700449.3312758957,-1377.9958033260316,3999.342305086277,-3378.2312355469717
14.0,2025-10-25T21:12:13.179581Z,6961296.936629727,-5067098.419772254,-3703827.6200205395,-1381.3272249016181,4001.768290610233,-3376.441079206542
15.0,2025-10-25T21:12:14.179582Z,6959180.241159501,-5064114.210204377,-3707205.9087651833,-1384.6582999740738,4004.1947832505525,-3374.650922866112
16.0,2025-10-25T21:12:15.179583Z,6957064.017939271,-5061129.718895565,-3710584.197509827,-1387.9890284871549,4006.6217829695984,-3372.8607665256823
17.0,2025-10-25T21:12:16.179584Z,6954948.26699887,-5058144.945898827,-3713962.4862544704,-1391.3194103846217,4009.049289729729,-3371.070610185252
18.0,2025-10-25T21:12:17.179585Z,6952832.988368127,-5055159.891267171,-3717340.774999114,-1394.649445610239,4011.477303493299,-3369.2804538448227
19.0,2025-10-25T21:12:18.179586Z,6950718.18207686,-5052174.5550536085,-3720719.063743758,-1397.979134107773,4013.905824222654,-3367.490297504393
20.0,2025-10-25T21:12:19.179587Z,6948603.8481548885,-5049188.937311157,-3724097.352488402,-1401.3084758209961,4016.334851880136,-3365.7001411639626
21.0,2025-10-25T21:12:20.179587Z,6946489.986632027,-5046203.038092829,-3727475.641233045,-1404.6374706936833,4018.7643864280835,-3363.909984823533
22.0,2025-10-25T21:12:21.179588Z,6944240.790945224,-5043118.893951846,-3730779.6814365094,-1408.0204796800351,4021.174712327147,-3362.0089169796283
23.0,2025-10-25T21:12:22.179589Z,6941992.082005083,-5040034.448635206,-3734083.721639973,-1411.4031445884766,4023.5855529695714,-3360.107849135723
24.0,2025-10-25T21:12:23.179590Z,6939743.859843565,-5036949.702197497,-3737387.7618434373,-1414.785465361927,4025.996908317991,-3358.206781291818
25.0,2025-10-25T21:12:24.179591Z,6937496.12449263,-5033864.654693311,-3740691.802046901,-1418.1674419433084,4028.4087783350337,-3356.305713447913
26.0,2025-10-25T21:12:25.179592Z,6935248.875984232,-5030779.306177245,-3743995.842250365,-1421.5490742755464,4030.821162983325,-3354.404645604008
27.0,2025-10-25T21:12:26.179593Z,6933002.114350311,-5027693.656703897,-3747299.882453829,-1424.9303623015705,4033.23406222548,-3352.503577760103
28.0,2025-10-25T21:12:27.179594Z,6930755.839622814,-5024607.706327866,-3750603.922657293,-1428.3113059643144,4035.6474760241126,-3350.6025099161975
29.0,2025-10-25T21:12:28.179595Z,6928510.051833674,-5021521.45510376,-3753907.962860757,-1431.6919052067144,4038.061404341828,-3348.7014420722926
30.0,2025-10-25T21:12:29.179596Z,6926264.751014823,-5018434.903086183,-3757212.003064221,-1435.0721599717112,4040.4758471412283,-3346.8003742283877
