t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-25T21:11:59.179330Z,-7242332.963356151,7242332.963356155,1.178664364751927e-09,-1594.9459097538972,-1594.9459097538952,-4145.175893547998
1.0,2025-10-25T21:12:00.179567Z,-7242870.385805661,7241792.971181101,-4145.175637246552,-1592.297519346201,-1597.5941031733644,-4145.1751246471595
2.0,2025-10-25T21:12:01.179569Z,-7243401.207504348,7241246.379890331,-8290.343585473738,-1589.6480418306198,-1600.241214610978,-4145.170511229643
3.0,2025-10-25T21:12:02.179570Z,-7243932.147427478,7240699.904529746,-12435.511533700928,-1586.9989588576495,-1602.8887209350398,-4145.165897812128
4.0,2025-10-25T21:12:03.179571Z,-7244463.205560961,7240153.545113676,-16580.679481928117,-1584.3502704707912,-1605.5366221020831,-4145.16128439461
5.0,2025-10-25T21:12:04.179572Z,-7244994.381890713,7239607.301656459,-20725.847430155303,-1581.7019767135423,-1608.1849180686381,-4145.156670977094
6.0,2025-10-25T21:12:05.179573Z,-7245498.784246866,7239034.329747588,-24870.876972015096,-1579.04811550484,-1610.8277363588747,-4145.136678549354
7.0,2025-10-25T21:12:06.179574Z,-7246003.308686304,7238461.4699043585,-29015.90651387489,-1576.3946481563114,-1613.4709502312305,-4145.116686121612
8.0,2025-10-25T21:12:07.179575Z,-7246507.955195368,7237888.722141531,-33160.93605573468,-1573.7415747115363,-1616.114559642317,-4145.096693693871
9.0,2025-10-25T21:12:08.179576Z,-7247012.723760391,7237316.086473861,-37305.96559759447,-1571.0888952140895,-1618.7585645487395,-4145.07670126613
10.0,2025-10-25T21:12:09.179577Z,-7247517.6143677095,7236743.562916105,-41450.995139454266,-1568.4366097075429,-1621.4029649071003,-4145.056708838389
11.0,2025-10-25T21:12:10.179578Z,-7248022.627003659,7236171.151483013,-45596.024681314055,-1565.7847182354633,-1624.0477606739976,-4145.036716410647
12.0,2025-10-25T21:12:11.179579Z,-7248527.761654564,7235598.85218934,-49741.05422317385,-1563.1332208414128,-1626.6929518060251,-4145.016723982906
13.0,2025-10-25T21:12:12.179580Z,-7249033.018306764,7235026.665049835,-53886.08376503364,-1560.4821175689506,-1629.338538259772,-4144.996731555166
14.0,2025-10-25T21:12:13.179581Z,-7249538.396946582,7234454.59007925,-58031.11330689343,-1557.8314084616306,-1631.9845199918232,-4144.976739127424
15.0,2025-10-25T21:12:14.179582Z,-7250043.897560347,7233882.627292329,-62176.142848753225,-1555.181093563003,-1634.6308969587596,-4144.956746699683
16.0,2025-10-25T21:12:15.179583Z,-7250549.520134384,7233310.776703823,-66321.17239061302,-1552.5311729166135,-1637.2776691171582,-4144.936754271942
17.0,2025-10-25T21:12:16.179584Z,-7251055.264655017,7232739.038328473,-70466.20193247282,-1549.881646566003,-1639.9248364235914,-4144.916761844201
18.0,2025-10-25T21:12:17.179585Z,-7251561.131108572,7232167.412181026,-74611.2314743326,-1547.2325145547102,-1642.5723988346265,-4144.896769416459
19.0,2025-10-25T21:12:18.179586Z,-7252067.119481365,7231595.898276223,-78756.26101619238,-1544.5837769262666,-1645.2203563068276,-4144.876776988719
20.0,2025-10-25T21:12:19.179587Z,-7252573.22975972,7231024.496628805,-82901.29055805218,-1541.935433724202,-1647.8687087967553,-4144.856784560977
21.0,2025-10-25T21:12:20.179587Z,-7253079.461929954,7230453.207253511,-87046.32009991199,-1539.2874849920408,-1650.517456260964,-4144.8367921332365
22.0,2025-10-25T21:12:21.179588Z,-7253477.91283238,7229774.954229713,-91189.07254657627,-1536.6155125364123,-1653.143646264764,-4144.755220992653
23.0,2025-10-25T21:12:22.179589Z,-7253876.501216091,7229096.797771238,-95331.82499324056,-1533.9439312904233,-1655.7702347172772,-4144.67364985207
24.0,2025-10-25T21:12:23.179590Z,-7254275.227069126,7228418.73789453,-99474.57743990487,-1531.2727412979752,-1658.397221575413,-4144.592078711487
25.0,2025-10-25T21:12:24.179591Z,-7254674.090379517,7227740.774616034,-103617.32988656915,-1528.601942602966,-1661.0246067960752,-4144.510507570904
26.0,2025-10-25T21:12:25.179592Z,-7255073.091135295,7227062.907952187,-107760.08233323344,-1525.9315352492874,-1663.6523903361651,-4144.428936430322
27.0,2025-10-25T21:12:26.179593Z,-7255472.229324489,7226385.1379194325,-111902.83477989775,-1523.2615192808291,-1666.2805721525774,-4144.347365289738
28.0,2025-10-25T21:12:27.179594Z,-7255871.50493513,7225707.464534207,-116045.58722656203,-1520.591894741476,-1668.9091522022043,-4144.265794149156
29.0,2025-10-25T21:12:28.179595Z,-7256270.917955243,7225029.887812949,-120188.33967322632,-1517.9226616751075,-1671.538130441933,-4144.184223008573
30.0,2025-10-25T21:12:29.179596Z,-7256670.468372854,7224352.407772096,-124331.09211989061,-1515.2538201256007,-1674.167506828647,-4144.10265186799
31.0,2025-10-25T21:12:30.179597Z,-7257070.156175984,7223675.024428079,-128473.84456655491,-1512.5853701368271,-1676.797281319224,-4144.021080727407
32.0,2025-10-25T21:12:31.179598Z,-7257469.981352658,7222997.737797336,-132616.5970132192,-1509.9173117526543,-1679.4274538705395,-4143.939509586825
33.0,2025-10-25T21:12:32.179599Z,-7257869.943890894,7222320.547896297,-136759.3494598835,-1507.2496450169463,-1682.0580244394635,-4143.857938446242
34.0,2025-10-25T21:12:33.179599Z,-7258270.04377871,7221643.454741394,-140902.1019065478,-1504.582369973562,-1684.6889929828617,-4143.776367305659
35.0,2025-10-25T21:12:34.179600Z,-7258670.281004123,7220966.4583490575,-145044.85435321208,-1501.9154866663575,-1687.320359457596,-4143.694796165076
36.0,2025-10-25T21:12:35.179601Z,-7259070.655555149,7220289.558735716,-149187.60679987638,-1499.2489951391829,-1689.952123820523,-4143.613225024494
37.0,2025-10-25T21:12:36.179602Z,-7259471.1674198,7219612.755917797,-153330.35924654067,-1496.582895435885,-1692.584286028497,-4143.53165388391
38.0,2025-10-25T21:12:37.179603Z,-7259871.816586088,7218936.049911725,-157473.11169320496,-1493.917187600306,-1695.216846038366,-4143.450082743328
39.0,2025-10-25T21:12:38.179604Z,-7260272.603042023,7218259.44073393,-161615.86413986926,-1491.251871676285,-1697.8498038069747,-4143.368511602745
40.0,2025-10-25T21:12:39.179605Z,-7260673.526775615,7217582.928400832,-165758.61658653355,-1488.5869477076558,-1700.4831592911635,-4143.286940462162
41.0,2025-10-25T21:12:40.179606Z,-7261074.587774868,7216906.512928855,-169901.36903319784,-1485.9224157382482,-1703.1169124477685,-4143.2053693215785
42.0,2025-10-25T21:12:41.179607Z,-7261475.786027788,7216230.194334419,-174044.12147986214,-1483.258275811888,-1705.7510632336207,-4143.123798180996
43.0,2025-10-25T21:12:42.179608Z,-7261877.121522379,7215553.972633947,-178186.87392652643,-1480.594527972397,-1708.3856116055485,-4143.042227040413
44.0,2025-10-25T21:12:43.179609Z,-7262278.594246642,7214877.847843854,-182329.6263731907,-1477.9311722635912,-1711.0205575203743,-4142.960655899831
45.0,2025-10-25T21:12:44.179610Z,-7262680.204188576,7214201.819980562,-186472.37881985502,-1475.268208729285,-1713.655900934917,-4142.879084759247
46.0,2025-10-25T21:12:45.179611Z,-7263081.951336181,7213525.889060483,-190615.1312665193,-1472.6056374132868,-1716.2916418059915,-4142.797513618665
47.0,2025-10-25T21:12:46.179612Z,-7263483.835677454,7212850.055100036,-194757.88371318358,-1469.9434583594011,-1718.927780090408,-4142.715942478082
48.0,2025-10-25T21:12:47.179612Z,-7263885.857200387,7212174.318115635,-198900.6361598479,-1467.2816716114285,-1721.5643157449726,-4142.634371337499
49.0,2025-10-25T21:12:48.179613Z,-7264288.015892979,7211498.67812369,-203043.38860651216,-1464.6202772131649,-1724.2012487264874,-4142.552800196916
50.0,2025-10-25T21:12:49.179614Z,-7264690.311743217,7210823.1351406155,-207186.14105317649,-1461.9592752084025,-1726.8385789917495,-4142.471229056334
51.0,2025-10-25T21:12:50.179615Z,-7265092.744739091,7210147.689182819,-211328.89349984078,-1459.2986656409291,-1729.4763064975518,-4142.389657915751
52.0,2025-10-25T21:12:51.179616Z,-7265495.31486859,7209472.340266711,-215471.64594650504,-1456.6384485545282,-1732.1144312006836,-4142.308086775168
53.0,2025-10-25T21:12:52.179617Z,-7265898.022119703,7208797.0884087,-219614.39839316937,-1453.9786239929788,-1734.75295305793,-4142.226515634585
54.0,2025-10-25T21:12:53.179618Z,-7266300.866480412,7208121.933625191,-223757.15083983366,-1451.3191920000568,-1737.3918720260706,-4142.144944494002
55.0,2025-10-25T21:12:54.179619Z,-7266703.8479387015,7207446.875932591,-227899.90328649792,-1448.6601526195323,-1740.031188061882,-4142.063373353419
56.0,2025-10-25T21:12:55.179620Z,-7267106.966482554,7206771.915347303,-232042.65573316225,-1446.0015058951724,-1742.6709011221362,-4141.981802212836
57.0,2025-10-25T21:12:56.179621Z,-7267510.222099948,7206097.051885732,-236185.40817982654,-1443.3432518707393,-1745.3110111636001,-4141.9002310722535
58.0,2025-10-25T21:12:57.179622Z,-7267913.614778863,7205422.285564276,-240328.1606264908,-1440.6853905899916,-1747.951518143038,-4141.8186599316705
59.0,2025-10-25T21:12:58.179623Z,-7268317.144507275,7204747.616399339,-244470.91307315513,-1438.0279220966834,-1750.5924220172078,-4141.737088791087
60.0,2025-10-25T21:12:59.179623Z,-7268720.81127316,7204073.044407317,-248613.6655198194,-1435.370846434564,-1753.2337227428654,-4141.655517650504
61.0,2025-10-25T21:13:00.179624Z,-7269124.615064492,7203398.569604611,-252756.41796648368,-1432.7141636473796,-1755.8754202767607,-4141.573946509922
62.0,2025-10-25T21:13:01.179625Z,-7269528.555869238,7202724.192007616,-256899.170413148,-1430.0578737788712,-1758.5175145756398,-4141.492375369338
63.0,2025-10-25T21:13:02.179626Z,-7269932.633675374,7202049.911632726,-261041.9228598123,-1427.4019768727758,-1761.1600055962447,-4141.410804228756
64.0,2025-10-25T21:13:03.179627Z,-7270336.848470867,7201375.72849634,-265184.67530647654,-1424.7464729728265,-1763.8028932953134,-4141.329233088173
65.0,2025-10-25T21:13:04.179628Z,-7270741.200243682,7200701.642614846,-269327.42775314086,-1422.0913621227523,-1766.4461776295798,-4141.247661947591
66.0,2025-10-25T21:13:05.179629Z,-7271145.688981783,7200027.654004639,-273470.1801998052,-1419.4366443662777,-1769.089858555772,-4141.166090807007
67.0,2025-10-25T21:13:06.179630Z,-7271550.314673135,7199353.762682107,-277612.93264646945,-1416.7823197471225,-1771.733936030615,-4141.084519666425
68.0,2025-10-25T21:13:07.179631Z,-7271955.0773057025,7198679.968663642,-281755.68509313377,-1414.1283883090034,-1774.3784100108305,-4141.002948525842
69.0,2025-10-25T21:13:08.179632Z,-7272359.97686744,7198006.2719656285,-285898.43753979803,-1411.4748500956314,-1777.0232804531338,-4140.92137738526
70.0,2025-10-25T21:13:09.179633Z,-7272765.013346312,7197332.672604457,-290041.1899864623,-1408.8217051507147,-1779.6685473142372,-4140.839806244676
71.0,2025-10-25T21:13:10.179634Z,-7273170.186730269,7196659.170596511,-294183.9424331266,-1406.1689535179569,-1782.3142105508484,-4140.758235104094
72.0,2025-10-25T21:13:11.179635Z,-7273575.497007271,7195985.765958176,-298326.69487979094,-1403.5165952410566,-1784.9602701196718,-4140.676663963511
73.0,2025-10-25T21:13:12.179636Z,-7273980.944165269,7195312.458705834,-302469.4473264552,-1400.864630363709,-1787.606725977406,-4140.595092822928
74.0,2025-10-25T21:13:13.179637Z,-7274386.528192215,7194639.2488558665,-306612.19977311953,-1398.213058929605,-1790.253578080746,-4140.513521682345
75.0,2025-10-25T21:13:14.179637Z,-7274792.24907606,7193966.136424656,-310754.9522197838,-1395.561880982431,-1792.9008263863825,-4140.4319505417625
76.0,2025-10-25T21:13:15.179638Z,-7275198.106804753,7193293.12142858,-314897.70466644806,-1392.9110965658688,-1795.5484708510028,-4140.350379401179
77.0,2025-10-25T21:13:16.179640Z,-7275604.101366238,7192620.2038840195,-319040.4571131124,-1390.2607057235973,-1798.1965114312877,-4140.268808260596
78.0,2025-10-25T21:13:17.179641Z,-7276010.232748463,7191947.383807347,-323183.2095597767,-1387.61070849929,-1800.8449480839163,-4140.187237120013
79.0,2025-10-25T21:13:18.179641Z,-7276416.500939369,7191274.66121494,-327325.96200644097,-1384.9611049366158,-1803.4937807655622,-4140.105665979431
80.0,2025-10-25T21:13:19.179642Z,-7276822.9059269,7190602.036123176,-331468.71445310523,-1382.311895079241,-1806.1430094328948,-4140.024094838847
81.0,2025-10-25T21:13:20.179643Z,-7277229.447698996,7189929.508548425,-335611.46689976956,-1379.6630789708265,-1808.7926340425788,-4139.942523698265
82.0,2025-10-25T21:13:21.179644Z,-7277636.126243594,7189257.078507058,-339754.2193464338,-1377.014656655029,-1811.4426545512756,-4139.860952557682
83.0,2025-10-25T21:13:22.179645Z,-7278042.941548632,7188584.746015447,-343896.97179309814,-1374.3666281755015,-1814.0930709156419,-4139.7793814171
84.0,2025-10-25T21:13:23.179646Z,-7278449.893602044,7187912.511089963,-348039.72423976247,-1371.7189935758922,-1816.7438830923297,-4139.697810276516
85.0,2025-10-25T21:13:24.179647Z,-7278856.982391765,7187240.3737469725,-352182.47668642673,-1369.0717528998455,-1819.3950910379874,-4139.616239135933
86.0,2025-10-25T21:13:25.179648Z,-7279032.728481986,7186340.698848057,-356312.16721437057,-1366.3698764811495,-1822.0002560536261,-4139.402475820071
87.0,2025-10-25T21:13:26.179649Z,-7279208.644484447,7185441.087806082,-360441.8577423143,-1363.6683873008635,-1824.6058247774254,-4139.188712504209
88.0,2025-10-25T21:13:27.179650Z,-7279384.7303907685,7184541.540641047,-364571.5482702581,-1360.9672854034968,-1827.2117971667617,-4138.974949188347
89.0,2025-10-25T21:13:28.179651Z,-7279560.986192569,7183642.057372943,-368701.2387982019,-1358.2665708335546,-1829.8181731790064,-4138.761185872484
90.0,2025-10-25T21:13:29.179651Z,-7279737.411881467,7182742.638021765,-372830.9293261457,-1355.5662436355385,-1832.4249527715272,-4138.547422556622
91.0,2025-10-25T21:13:30.179652Z,-7279914.0074490765,7181843.28260751,-376960.6198540895,-1352.8663038539446,-1835.032135901687,-4138.33365924076
92.0,2025-10-25T21:13:31.179653Z,-7280090.77288701,7180943.991150167,-381090.31038203323,-1350.1667515332665,-1837.6397225268447,-4138.119895924898
93.0,2025-10-25T21:13:32.179654Z,-7280267.70818688,7180044.763669728,-385220.00090997707,-1347.4675867179924,-1840.2477126043548,-4137.906132609036
94.0,2025-10-25T21:13:33.179655Z,-7280444.813340291,7179145.600186184,-389349.69143792085,-1344.7688094526075,-1842.856106091567,-4137.692369293173
95.0,2025-10-25T21:13:34.179656Z,-7280622.088338855,7178246.500719526,-393479.3819658646,-1342.0704197815915,-1845.4649029458267,-4137.478605977311
96.0,2025-10-25T21:13:35.179657Z,-7280799.533174174,7177347.465289744,-397609.0724938084,-1339.3724177494205,-1848.0741031244768,-4137.264842661449
97.0,2025-10-25T21:13:36.179658Z,-7280977.147837852,7176448.4939168235,-401738.76302175224,-1336.674803400567,-1850.6837065848522,-4137.051079345587
