t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-25T21:11:59.179330Z,-8555654.492884595,1330834.6705110671,3656438.206256488,-3749.4696872945874,-1861.8829258277633,-3401.3624402527666
1.0,2025-10-25T21:12:00.179567Z,-8559207.884560881,1330220.5074377698,3653035.966589759,-3745.4082411559093,-1862.514408112736,-3403.1164507764747
2.0,2025-10-25T21:12:01.179569Z,-8562751.14648142,1329605.2757851721,3649629.351838861,-3741.3483896270445,-1863.143332499978,-3404.863836116272
3.0,2025-10-25T21:12:02.179570Z,-8566294.543622963,1328990.5679701373,3646222.737087963,-3737.2886497604723,-1863.7728588844925,-3406.6112214560694
4.0,2025-10-25T21:12:03.179571Z,-8569838.075927949,1328376.384009114,3642816.122337065,-3733.2290216223987,-1864.4029872533367,-3408.358606795867
5.0,2025-10-25T21:12:04.179572Z,-8573381.743338823,1327762.723918544,3639409.507586167,-3729.1695052790333,-1865.0337175935622,-3410.1059921356646
6.0,2025-10-25T21:12:05.179573Z,-8576884.533017335,1327143.2673272565,3635985.5770159713,-3725.1159941540877,-1865.6524864626842,-3411.8270842567968
7.0,2025-10-25T21:12:06.179574Z,-8580387.45860861,1326524.3286579254,3632561.6464457745,-3721.0625931239474,-1866.2718564178365,-3413.5481763779294
8.0,2025-10-25T21:12:07.179575Z,-8583890.52005574,1325905.9079270773,3629137.715875578,-3717.0093022547226,-1866.891827446251,-3415.269268499062
9.0,2025-10-25T21:12:08.179576Z,-8587393.717301808,1325288.0051512327,3625713.7853053818,-3712.9561216125185,-1867.5123995351523,-3416.990360620194
10.0,2025-10-25T21:12:09.179577Z,-8590897.050289907,1324670.620346907,3622289.854735185,-3708.9030512634436,-1868.1335726717614,-3418.711452741327
11.0,2025-10-25T21:12:10.179578Z,-8594400.51896312,1324053.7535306108,3618865.924164989,-3704.8500912736026,-1868.7553468432907,-3420.432544862459
12.0,2025-10-25T21:12:11.179579Z,-8597904.123264533,1323437.404718847,3615441.9935947927,-3700.797241709098,-1869.3777220369461,-3422.1536369835912
13.0,2025-10-25T21:12:12.179580Z,-8601407.863137227,1322821.5739281157,3612018.063024596,-3696.7445026360333,-1870.0006982399277,-3423.874729104724
14.0,2025-10-25T21:12:13.179581Z,-8604911.73852428,1322206.261174909,3608594.1324543995,-3692.6918741205104,-1870.6242754394295,-3425.5958212258565
15.0,2025-10-25T21:12:14.179582Z,-8608415.749368776,1321591.4664757156,3605170.2018842036,-3688.639356228628,-1871.2484536226386,-3427.316913346989
16.0,2025-10-25T21:12:15.179583Z,-8611919.89561379,1320977.1898470174,3601746.271314007,-3684.586949026486,-1871.8732327767352,-3429.0380054681214
17.0,2025-10-25T21:12:16.179584Z,-8615424.177202394,1320363.4313052902,3598322.3407438104,-3680.53465258018,-1872.4986128888931,-3430.7590975892535
18.0,2025-10-25T21:12:17.179585Z,-8618928.594077665,1319750.1908670056,3594898.410173614,-3676.4824669558084,-1873.124593946281,-3432.480189710386
19.0,2025-10-25T21:12:18.179586Z,-8622433.146182677,1319137.4685486292,3591474.4796034177,-3672.4303922194636,-1873.7511759360598,-3434.201281831519
20.0,2025-10-25T21:12:19.179587Z,-8625937.833460497,1318525.2643666205,3588050.5490332213,-3668.3784284372414,-1874.3783588453844,-3435.922373952651
21.0,2025-10-25T21:12:20.179587Z,-8629442.655854195,1317913.5783374337,3584626.618463025,-3664.326575675232,-1875.006142661403,-3437.6434660737837
22.0,2025-10-25T21:12:21.179588Z,-8632784.29031253,1317277.988343825,3581136.3085940313,-3660.297794731637,-1875.5854543843316,-3439.262562093429
23.0,2025-10-25T21:12:22.179589Z,-8636126.063335527,1316642.8927166567,3577645.9987250376,-3656.269117783396,-1876.1653636398469,-3440.8816581130745
24.0,2025-10-25T21:12:23.179590Z,-8639467.974868855,1316008.2914727558,3574155.688856044,-3652.2405448962318,-1876.7458704158603,-3442.5007541327195
25.0,2025-10-25T21:12:24.179591Z,-8642810.024858175,1315374.184628945,3570665.3789870506,-3648.212076135864,-1877.326974700277,-3444.119850152365
26.0,2025-10-25T21:12:25.179592Z,-8646152.213249158,1314740.5722020408,3567175.069118057,-3644.1837115680146,-1877.9086764809972,-3445.73894617201
27.0,2025-10-25T21:12:26.179593Z,-8649494.539987465,1314107.4542088553,3563684.7592490637,-3640.1554512584003,-1878.4909757459127,-3447.3580421916554
28.0,2025-10-25T21:12:27.179594Z,-8652837.005018761,1313474.8306661944,3560194.4493800695,-3636.1272952727386,-1879.07387248291,-3448.977138211301
29.0,2025-10-25T21:12:28.179595Z,-8656179.608288707,1312842.7015908593,3556704.1395110763,-3632.099243676747,-1879.6573666798695,-3450.5962342309463
30.0,2025-10-25T21:12:29.179596Z,-8659522.349742956,1312211.0669996457,3553213.8296420826,-3628.0712965361404,-1880.2414583246634,-3452.2153302505917
31.0,2025-10-25T21:12:30.179597Z,-8662865.229327174,1311579.9269093445,3549723.5197730893,-3624.04345391663,-1880.8261474051603,-3453.834426270237
32.0,2025-10-25T21:12:31.179598Z,-8666208.246987008,1310949.2813367401,3546233.2099040956,-3620.01571588393,-1881.4114339092202,-3455.453522289882
33.0,2025-10-25T21:12:32.179599Z,-8669551.402668117,1310319.1302986124,3542742.900035102,-3615.9880825037517,-1881.9973178246973,-3457.0726183095276
34.0,2025-10-25T21:12:33.179599Z,-8672894.696316147,1309689.4738117366,3539252.590166108,-3611.960553841806,-1882.58379913944,-3458.691714329173
35.0,2025-10-25T21:12:34.179600Z,-8676238.127876757,1309060.3118928818,3535762.280297115,-3607.9331299638006,-1883.1708778412897,-3460.310810348818
36.0,2025-10-25T21:12:35.179601Z,-8679581.697295588,1308431.6445588116,3532271.9704281213,-3603.905810935442,-1883.7585539180802,-3461.9299063684634
37.0,2025-10-25T21:12:36.179602Z,-8682925.404518291,1307803.4718262847,3528781.660559128,-3599.8785968224397,-1884.3468273576418,-3463.549002388109
38.0,2025-10-25T21:12:37.179603Z,-8686269.24949051,1307175.7937120546,3525291.350690134,-3595.851487690496,-1884.935698147796,-3465.1680984077543
39.0,2025-10-25T21:12:38.179604Z,-8689613.232157886,1306548.6102328694,3521801.0408211406,-3591.824483605316,-1885.5251662763587,-3466.7871944273998
40.0,2025-10-25T21:12:39.179605Z,-8692957.352466065,1305921.9214054716,3518310.730952147,-3587.797584632603,-1886.115231731139,-3468.4062904470447
41.0,2025-10-25T21:12:40.179606Z,-8696301.610360686,1305295.7272465995,3514820.4210831537,-3583.7707908380576,-1886.705894499941,-3470.02538646669
42.0,2025-10-25T21:12:41.179607Z,-8699646.005787382,1304670.0277729842,3511330.11121416,-3579.7441022873804,-1887.2971545705602,-3471.6444824863356
43.0,2025-10-25T21:12:42.179608Z,-8702990.538691796,1304044.8230013533,3507839.8013451663,-3575.717519046271,-1887.8890119307869,-3473.263578505981
44.0,2025-10-25T21:12:43.179609Z,-8706335.20901956,1303420.112948428,3504349.4914761726,-3571.6910411804265,-1888.4814665684062,-3474.882674525626
45.0,2025-10-25T21:12:44.179610Z,-8709680.016716305,1302795.8976309244,3500859.1816071793,-3567.664668755544,-1889.0745184711939,-3476.5017705452715
46.0,2025-10-25T21:12:45.179611Z,-8713024.96172767,1302172.1770655543,3497368.8717381856,-3563.638401837319,-1889.668167626922,-3478.120866564917
47.0,2025-10-25T21:12:46.179612Z,-8716370.043999277,1301548.951269023,3493878.5618691924,-3559.612240491445,-1890.2624140233545,-3479.7399625845624
48.0,2025-10-25T21:12:47.179612Z,-8719715.263476755,1300926.2202580306,3490388.2520001982,-3555.5861847836168,-1890.8572576482497,-3481.359058604208
49.0,2025-10-25T21:12:48.179613Z,-8723060.620105734,1300303.984049272,3486897.942131205,-3551.5602347795234,-1891.4526984893607,-3482.978154623853
50.0,2025-10-25T21:12:49.179614Z,-8726406.113831835,1299682.242659438,3483407.6322622113,-3547.534390544858,-1892.0487365344304,-3484.5972506434982
51.0,2025-10-25T21:12:50.179615Z,-8729751.744600683,1299060.996105212,3479917.322393218,-3543.508652145308,-1892.6453717712,-3486.2163466631437
52.0,2025-10-25T21:12:51.179616Z,-8733097.5123579,1298440.2444032738,3476427.0125242244,-3539.483019646562,-1893.2426041874012,-3487.835442682789
53.0,2025-10-25T21:12:52.179617Z,-8736443.417049102,1297819.987570297,3472936.7026552306,-3535.457493114308,-1893.8404337707598,-3489.454538702434
54.0,2025-10-25T21:12:53.179618Z,-8739789.458619911,1297200.2256229506,3469446.392786237,-3531.4320726142305,-1894.4388605089962,-3491.0736347220795
55.0,2025-10-25T21:12:54.179619Z,-8743135.637015937,1296580.9585778972,3465956.0829172432,-3527.406758212013,-1895.037884389823,-3492.692730741725
56.0,2025-10-25T21:12:55.179620Z,-8746481.952182803,1295962.1864517955,3462465.77304825,-3523.381549973341,-1895.6375054009486,-3494.3118267613704
57.0,2025-10-25T21:12:56.179621Z,-8749828.404066114,1295343.909261298,3458975.4631792563,-3519.3564479638944,-1896.237723530072,-3495.9309227810154
58.0,2025-10-25T21:12:57.179622Z,-8753174.992611485,1294726.1270230515,3455485.1533102626,-3515.3314522493547,-1896.838538764888,-3497.550018800661
59.0,2025-10-25T21:12:58.179623Z,-8756521.717764523,1294108.8397536993,3451994.843441269,-3511.3065628954023,-1897.4399510930846,-3499.1691148203063
60.0,2025-10-25T21:12:59.179623Z,-8759868.57947084,1293492.047469877,3448504.5335722757,-3507.281779967713,-1898.0419605023426,-3500.7882108399517
61.0,2025-10-25T21:13:00.179624Z,-8763215.577676037,1292875.7501882166,3445014.223703282,-3503.2571035319675,-1898.6445669803375,-3502.407306859597
62.0,2025-10-25T21:13:01.179625Z,-8766562.712325716,1292259.9479253443,3441523.9138342887,-3499.2325336538383,-1899.2477705147373,-3504.0264028792426
63.0,2025-10-25T21:13:02.179626Z,-8769909.983365487,1291644.6406978809,3438033.603965295,-3495.208070399001,-1899.8515710932047,-3505.6454988988876
64.0,2025-10-25T21:13:03.179627Z,-8773257.390740948,1291029.8285224424,3434543.2940963013,-3491.183713833129,-1900.4559687033948,-3507.264594918533
65.0,2025-10-25T21:13:04.179628Z,-8776604.934397696,1290415.511415638,3431052.9842273076,-3487.159464021895,-1901.0609633329573,-3508.883690938178
66.0,2025-10-25T21:13:05.179629Z,-8779952.614281328,1289801.689394074,3427562.6743583144,-3483.1353210309694,-1901.6665549695354,-3510.5027869578234
67.0,2025-10-25T21:13:06.179630Z,-8783300.430337444,1289188.362474349,3424072.3644893207,-3479.1112849260207,-1902.272743600765,-3512.121882977469
68.0,2025-10-25T21:13:07.179631Z,-8786648.382511633,1288575.5306730582,3420582.0546203274,-3475.087355772719,-1902.8795292142763,-3513.7409789971143
69.0,2025-10-25T21:13:08.179632Z,-8789996.470749494,1287963.1940067904,3417091.7447513333,-3471.0635336367304,-1903.486911797694,-3515.3600750167598
70.0,2025-10-25T21:13:09.179633Z,-8793344.694996608,1287351.3524921292,3413601.43488234,-3467.039818583722,-1904.0948913386337,-3516.979171036405
71.0,2025-10-25T21:13:10.179634Z,-8796693.055198569,1286740.006145653,3410111.1250133463,-3463.0162106793573,-1904.7034678247078,-3518.5982670560506
72.0,2025-10-25T21:13:11.179635Z,-8800041.551300967,1286129.1549839354,3406620.815144353,-3458.9927099893002,-1905.31264124352,-3520.2173630756956
73.0,2025-10-25T21:13:12.179636Z,-8803390.18324938,1285518.7990235437,3403130.5052753594,-3454.969316579213,-1905.9224115826687,-3521.8364590953406
74.0,2025-10-25T21:13:13.179637Z,-8806738.950989403,1284908.9382810409,3399640.1954063657,-3450.9460305147554,-1906.5327788297454,-3523.455555114986
75.0,2025-10-25T21:13:14.179637Z,-8810087.854466606,1284299.5727729844,3396149.885537372,-3446.9228518615887,-1907.143742972336,-3525.0746511346315
76.0,2025-10-25T21:13:15.179638Z,-8813436.89362658,1283690.7025159257,3392659.5756683787,-3442.8997806853704,-1907.755303998019,-3526.693747154277
77.0,2025-10-25T21:13:16.179640Z,-8816786.068414895,1283082.3275264117,3389169.265799385,-3438.87681705176,-1908.3674618943662,-3528.3128431739224
78.0,2025-10-25T21:13:17.179641Z,-8820135.378777135,1282474.4478209838,3385678.955930392,-3434.85396102641,-1908.9802166489449,-3529.931939193568
79.0,2025-10-25T21:13:18.179641Z,-8823484.82465887,1281867.063416178,3382188.6460613976,-3430.831212674977,-1909.593568249314,-3531.5510352132133
80.0,2025-10-25T21:13:19.179642Z,-8826834.406005677,1281260.1743285249,3378698.3361924044,-3426.8085720631157,-1910.2075166830273,-3533.1701312328587
81.0,2025-10-25T21:13:20.179643Z,-8830184.122763127,1280653.78057455,3375208.0263234107,-3422.786039256476,-1910.8220619376314,-3534.789227252503
82.0,2025-10-25T21:13:21.179644Z,-8833533.97487679,1280047.8821707733,3371717.7164544174,-3418.7636143207105,-1911.437204000667,-3536.4083232721487
83.0,2025-10-25T21:13:22.179645Z,-8836883.962292233,1279442.4791337103,3368227.4065854237,-3414.7412973214687,-1912.0529428596674,-3538.027419291794
84.0,2025-10-25T21:13:23.179646Z,-8840234.084955025,1278837.57147987,3364737.09671643,-3410.719088324398,-1912.669278502161,-3539.6465153114395
85.0,2025-10-25T21:13:24.179647Z,-8843584.342810733,1278233.1592257565,3361246.7868474363,-3406.6969873951475,-1913.2862109156692,-3541.265611331085
86.0,2025-10-25T21:13:25.179648Z,-8846636.858544739,1277586.5137213874,3357644.215642414,-3402.7147047904627,-1913.8172403741105,-3542.7074722114685
87.0,2025-10-25T21:13:26.179649Z,-8849689.515596012,1276940.3202068552,3354041.644437392,-3398.7325177693583,-1914.3488607876227,-3544.1493330918524
88.0,2025-10-25T21:13:27.179650Z,-8852742.31391487,1276294.5786993296,3350439.073232369,-3394.7504263968444,-1914.8810721450884,-3545.5911939722364
89.0,2025-10-25T21:13:28.179651Z,-8855795.253451621,1275649.2892159768,3346836.5020273468,-3390.7684307379304,-1915.4138744353831,-3547.03305485262
90.0,2025-10-25T21:13:29.179651Z,-8858848.334156573,1275004.451773957,3343233.9308223245,-3386.786530857623,-1915.9472676473767,-3548.474915733004
91.0,2025-10-25T21:13:30.179652Z,-8861901.555980036,1274360.0663904254,3339631.359617302,-3382.8047268209307,-1916.4812517699318,-3549.9167766133874
92.0,2025-10-25T21:13:31.179653Z,-8864954.918872308,1273716.1330825337,3336028.78841228,-3378.8230186928586,-1917.0158267919044,-3551.3586374937713
93.0,2025-10-25T21:13:32.179654Z,-8868008.4227837,1273072.6518674276,3332426.217207257,-3374.841406538411,-1917.5509927021458,-3552.8004983741553
94.0,2025-10-25T21:13:33.179655Z,-8871062.067664512,1272429.622762249,3328823.646002235,-3370.859890422592,-1918.0867494894997,-3554.2423592545388
95.0,2025-10-25T21:13:34.179656Z,-8874115.85346504,1271787.045784133,3325221.0747972126,-3366.8784704104028,-1918.6230971428035,-3555.6842201349227
96.0,2025-10-25T21:13:35.179657Z,-8877169.780135581,1271144.9209502123,3321618.5035921903,-3362.8971465668465,-1919.1600356508886,-3557.126081015306
97.0,2025-10-25T21:13:36.179658Z,-8880223.847626437,1270503.2482776127,3318015.932387168,-3358.9159189569214,-1919.6975650025804,-3558.56794189569
98.0,2025-10-25T21:13:37.179659Z,-8883278.0558879,1269862.0277834565,3314413.3611821453,-3354.9347876456277,-1920.2356851866973,-3560.009802776074
99.0,2025-10-25T21:13:38.179660Z,-8886332.404870262,1269221.259484861,3310810.789977123,-3350.953752697963,-1920.774396192051,-3561.4516636564576
100.0,2025-10-25T21:13:39.179661Z,-8889386.894523812,1268580.943398938,3307208.2187721008,-3346.972814178924,-1921.3136980074478,-3562.8935245368416
101.0,2025-10-25T21:13:40.179662Z,-8892441.524798844,1267941.0795427947,3303605.6475670785,-3342.991972153506,-1921.853590621688,-3564.335385417225
102.0,2025-10-25T21:13:41.179663Z,-8895496.295645641,1267301.6679335337,3300003.076362056,-3339.0112266867045,-1922.3940740235644,-3565.777246297609
103.0,2025-10-25T21:13:42.179664Z,-8898551.207014492,1266662.7085882525,3296400.505157034,-3335.0305778435127,-1922.9351482018635,-3567.219107177993
104.0,2025-10-25T21:13:43.179665Z,-8901606.25885568,1266024.2015240444,3292797.933952011,-3331.050025688922,-1923.4768131453661,-3568.6609680583765
105.0,2025-10-25T21:13:44.179666Z,-8904661.451119488,1265386.1467579966,3289195.362746989,-3327.0695702879248,-1924.0190688428474,-3570.10282893876
106.0,2025-10-25T21:13:45.179667Z,-8907716.783756195,1264748.5443071926,3285592.7915419666,-3323.08921170551,-1924.561915283074,-3571.544689819144
107.0,2025-10-25T21:13:46.179667Z,-8910772.256716078,1264111.3941887105,3281990.2203369443,-3319.108950006667,-1925.1053524548083,-3572.986550699528
108.0,2025-10-25T21:13:47.179668Z,-8913827.86994942,1263474.6964196237,3278387.649131922,-3315.1287852563837,-1925.6493803468059,-3574.4284115799114
109.0,2025-10-25T21:13:48.179670Z,-8916883.623406488,1262838.4510170007,3274785.0779268993,-3311.148717519647,-1926.1939989478142,-3575.8702724602954
110.0,2025-10-25T21:13:49.179671Z,-8919939.517037565,1262202.6579979053,3271182.506721877,-3307.168746861442,-1926.7392082465774,-3577.312133340679
111.0,2025-10-25T21:13:50.179671Z,-8922995.550792918,1261567.3173793966,3267579.9355168547,-3303.188873346753,-1927.2850082318312,-3578.7539942210633
112.0,2025-10-25T21:13:51.179672Z,-8926051.724622814,1260932.4291785278,3263977.3643118325,-3299.209097040564,-1927.8313988923053,-3580.195855101447
113.0,2025-10-25T21:13:52.179673Z,-8929108.038477527,1260297.993412349,3260374.79310681,-3295.229418007857,-1928.3783802167234,-3581.6377159818303
114.0,2025-10-25T21:13:53.179674Z,-8932164.492307318,1259664.0100979041,3256772.2219017874,-3291.249836313613,-1928.9259521938025,-3583.0795768622143
115.0,2025-10-25T21:13:54.179675Z,-8935221.086062456,1259030.4792522322,3253169.650696765,-3287.2703520228115,-1929.4741148122544,-3584.5214377425978
116.0,2025-10-25T21:13:55.179676Z,-8938277.819693204,1258397.4008923685,3249567.079491743,-3283.290965200432,-1930.022868060783,-3585.9632986229817
117.0,2025-10-25T21:13:56.179677Z,-8941334.69314982,1257764.7750353422,3245964.5082867206,-3279.3116759114514,-1930.5722119280856,-3587.4051595033657
118.0,2025-10-25T21:13:57.179678Z,-8944391.706382569,1257132.601698179,3242361.9370816983,-3275.332484220847,-1931.1221464028558,-3588.847020383749
119.0,2025-10-25T21:13:58.179679Z,-8947448.859341701,1256500.8808978982,3238759.3658766756,-3271.353390193593,-1931.6726714737783,-3590.288881264133
120.0,2025-10-25T21:13:59.179680Z,-8950506.15197748,1255869.612651515,3235156.7946716533,-3267.374393894665,-1932.2237871295324,-3591.7307421445166
121.0,2025-10-25T21:14:00.179681Z,-8953563.584240157,1255238.7969760408,3231554.223466631,-3263.3954953890357,-1932.7754933587914,-3593.1726030249006
122.0,2025-10-25T21:14:01.179682Z,-8956621.156079983,1254608.43388848,3227951.6522616087,-3259.416694741677,-1933.3277901502215,-3594.6144639052845
123.0,2025-10-25T21:14:02.179682Z,-8959678.867447214,1253978.523405834,3224349.0810565865,-3255.4379920175593,-1933.8806774924828,-3596.056324785668
124.0,2025-10-25T21:14:03.179683Z,-8962736.718292093,1253349.0655450982,3220746.5098515637,-3251.4593872816536,-1934.434155374229,-3597.4981856660515
125.0,2025-10-25T21:14:04.179684Z,-8965794.708564872,1252720.0603232633,3217143.9386465414,-3247.480880598927,-1934.9882237841082,-3598.940046546436
126.0,2025-10-25T21:14:05.179685Z,-8968852.838215793,1252091.5077573163,3213541.367441519,-3243.502472034348,-1935.5428827107614,-3600.3819074268195
127.0,2025-10-25T21:14:06.179686Z,-8971911.107195105,1251463.4078642377,3209938.796236497,-3239.5241616528824,-1936.098132142824,-3601.8237683072034
128.0,2025-10-25T21:14:07.179687Z,-8974969.515453042,1250835.7606610043,3206336.2250314746,-3235.545949519496,-1936.653972068923,-3603.265629187587
129.0,2025-10-25T21:14:08.179688Z,-8978028.062939854,1250208.5661645876,3202733.6538264523,-3231.5678356991525,-1937.2104024776822,-3604.7074900679704
130.0,2025-10-25T21:14:09.179689Z,-8981086.749605777,1249581.8243919546,3199131.0826214296,-3227.5898202568155,-1937.767423357717,-3606.149350948355
131.0,2025-10-25T21:14:10.179690Z,-8984145.575401044,1248955.5353600667,3195528.5114164073,-3223.611903257445,-1938.3250346976363,-3607.5912118287383
132.0,2025-10-25T21:14:11.179691Z,-8987204.540275894,1248329.699085881,3191925.940211385,-3219.6340847660035,-1938.8832364860443,-3609.033072709122
133.0,2025-10-25T21:14:12.179692Z,-8990263.644180559,1247704.3155863502,3188323.3690063627,-3215.65636484745,-1939.4420287115377,-3610.474933589506
134.0,2025-10-25T21:14:13.179693Z,-8993322.887065269,1247079.3848784207,3184720.7978013405,-3211.678743566742,-1940.0014113627062,-3611.9167944698893
135.0,2025-10-25T21:14:14.179694Z,-8996382.26888026,1246454.9069790358,3181118.2265963177,-3207.701220988838,-1940.5613844281345,-3613.3586553502732
136.0,2025-10-25T21:14:15.179695Z,-8999441.789575754,1245830.8819051331,3177515.6553912954,-3203.7237971786926,-1941.1219478964013,-3614.800516230657
137.0,2025-10-25T21:14:16.179696Z,-9002501.44910198,1245207.3096736448,3173913.084186273,-3199.746472201263,-1941.6831017560767,-3616.2423771110407
138.0,2025-10-25T21:14:17.179696Z,-9005561.247409167,1244584.1903014993,3170310.512981251,-3195.7692461215,-1942.2448459957268,-3617.6842379914247
139.0,2025-10-25T21:14:18.179697Z,-9008621.184447529,1243961.5238056195,3166707.9417762286,-3191.79211900436,-1942.8071806039102,-3619.1260988718086
140.0,2025-10-25T21:14:19.179698Z,-9011681.260167297,1243339.3102029236,3163105.370571206,-3187.8150909147907,-1943.3701055691795,-3620.567959752192
141.0,2025-10-25T21:14:20.179699Z,-9014741.474518687,1242717.5495103248,3159502.7993661836,-3183.8381619177453,-1943.9336208800812,-3622.009820632576
142.0,2025-10-25T21:14:21.179700Z,-9017801.827451915,1242096.241744732,3155900.228161161,-3179.8613320781706,-1944.4977265251543,-3623.4516815129596
143.0,2025-10-25T21:14:22.179701Z,-9020862.318917198,1241475.3869230489,3152297.6569561386,-3175.884601461017,-1945.0624224929336,-3624.893542393343
144.0,2025-10-25T21:14:23.179702Z,-9023922.948864752,1240854.9850621738,3148695.0857511163,-3171.9079701312303,-1945.6277087719457,-3626.3354032737275
