t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,5674629.734678427,26366601.02412732,-12259188.428740522,-4376.63568929105,-284.4042275266255,-2633.151147092522
1.0,2025-10-20T15:47:32.476194Z,5674098.355700651,26365488.92550197,-12261821.485917168,-4376.692501149321,-284.6682049511307,-2632.963199466904
2.0,2025-10-20T15:47:33.476196Z,5673566.627287039,26364376.03419895,-12264454.073073268,-4376.749207085883,-284.93216486707956,-2632.775150856109
3.0,2025-10-20T15:47:34.476198Z,5673034.766751823,26363263.360646516,-12267086.660229368,-4376.805974791822,-285.19611802352426,-2632.5871022453143
4.0,2025-10-20T15:47:35.476199Z,5672502.774123932,26362150.904858027,-12269719.247385468,-4376.862804266456,-285.4600644128601,-2632.3990536345195
5.0,2025-10-20T15:47:36.476200Z,5671970.649432299,26361038.666846823,-12272351.834541569,-4376.919695509095,-285.72400402748195,-2632.2110050237243
6.0,2025-10-20T15:47:37.476201Z,5671437.52442948,26359922.606093027,-12274982.538788851,-4376.975977693597,-285.98789350187724,-2632.0225526725976
7.0,2025-10-20T15:47:38.476202Z,5670904.26683151,26358806.763269853,-12277613.243036134,-4377.032321638413,-286.25177628418396,-2631.8341003214705
8.0,2025-10-20T15:47:39.476203Z,5670370.876667335,26357691.138390705,-12280243.947283417,-4377.088727342868,-286.51565236679824,-2631.6456479703443
9.0,2025-10-20T15:47:40.476204Z,5669837.353965905,26356575.731468983,-12282874.651530702,-4377.145194806282,-286.7795217421158,-2631.4571956192176
10.0,2025-10-20T15:47:41.476205Z,5669303.698756173,26355460.542518083,-12285505.355777983,-4377.2017240279765,-287.04338440253315,-2631.2687432680905
11.0,2025-10-20T15:47:42.476206Z,5668769.911067093,26354345.5715514,-12288136.060025267,-4377.258315007276,-287.30724034044596,-2631.0802909169643
12.0,2025-10-20T15:47:43.476207Z,5668235.990927616,26353230.81858232,-12290766.76427255,-4377.314967743494,-287.57108954825077,-2630.891838565837
13.0,2025-10-20T15:47:44.476208Z,5667701.938366698,26352116.283624228,-12293397.468519833,-4377.371682235955,-287.83493201834375,-2630.7033862147105
14.0,2025-10-20T15:47:45.476209Z,5667167.753413297,26351001.966690514,-12296028.172767116,-4377.428458483975,-288.09876774312147,-2630.514933863584
15.0,2025-10-20T15:47:46.476210Z,5666633.436096369,26349887.86779456,-12298658.877014399,-4377.485296486872,-288.36259671498027,-2630.3264815124567
16.0,2025-10-20T15:47:47.476210Z,5666098.986444873,26348773.98694974,-12301289.581261683,-4377.542196243964,-288.6264189263165,-2630.1380291613305
17.0,2025-10-20T15:47:48.476211Z,5665564.40448777,26347660.324169423,-12303920.285508964,-4377.599157754566,-288.8902343695265,-2629.9495768102033
18.0,2025-10-20T15:47:49.476212Z,5665029.6902540205,26346546.879467,-12306550.989756247,-4377.656181017994,-289.15404303700745,-2629.7611244590767
19.0,2025-10-20T15:47:50.476213Z,5664494.8437725855,26345433.652855817,-12309181.694003532,-4377.713266033559,-289.4178449211556,-2629.57267210795
20.0,2025-10-20T15:47:51.476214Z,5663959.865072433,26344320.64434925,-12311812.398250813,-4377.77041280058,-289.68164001436804,-2629.3842197568233
21.0,2025-10-20T15:47:52.476215Z,5663424.754182525,26343207.853960667,-12314443.102498097,-4377.827621318365,-289.94542830904106,-2629.1957674056966
22.0,2025-10-20T15:47:53.476216Z,5662886.061346874,26342079.13566349,-12317066.229952333,-4377.882207462645,-290.2090295027819,-2629.0057033139246
23.0,2025-10-20T15:47:54.476217Z,5662347.234024644,26340950.636014216,-12319689.357406572,-4377.936855330033,-290.4726242742368,-2628.815639222153
24.0,2025-10-20T15:47:55.476218Z,5661808.272244859,26339822.355026457,-12322312.484860808,-4377.991564919883,-290.7362126158062,-2628.6255751303806
25.0,2025-10-20T15:47:56.476219Z,5661269.176036546,26338694.292713817,-12324935.612315044,-4378.0463362315495,-290.99979451988986,-2628.4355110386086
26.0,2025-10-20T15:47:57.476220Z,5660729.945428729,26337566.449089915,-12327558.739769284,-4378.101169264384,-291.2633699788878,-2628.245446946837
27.0,2025-10-20T15:47:58.476221Z,5660190.580450439,26336438.824168336,-12330181.86722352,-4378.156064017736,-291.5269389851999,-2628.055382855065
28.0,2025-10-20T15:47:59.476221Z,5659651.081130701,26335311.417962685,-12332804.994677758,-4378.211020490957,-291.79050153122665,-2627.8653187632935
29.0,2025-10-20T15:48:00.476222Z,5659111.447498547,26334184.230486564,-12335428.122131994,-4378.266038683396,-292.05405760936776,-2627.675254671521
30.0,2025-10-20T15:48:01.476223Z,5658571.679583011,26333057.26175356,-12338051.249586232,-4378.321118594404,-292.31760721202363,-2627.4851905797495
31.0,2025-10-20T15:48:02.476224Z,5658031.777413121,26331930.511777256,-12340674.377040468,-4378.376260223324,-292.5811503315947,-2627.2951264879775
