t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,-19794465.021019954,-5601474.366086879,-21262551.94911456,-294.4539899366017,-4710.900413609577,1519.6041933372503
1.0,2025-10-20T15:47:32.476194Z,-19795576.44030484,-5603298.286572764,-21261032.181283914,-294.25455631281443,-4710.843969909615,1519.9314640751859
2.0,2025-10-20T15:47:33.476196Z,-19796687.469049346,-5605121.859043841,-21259511.595363773,-294.05510446452445,-4710.787399000021,1520.2586765757458
3.0,2025-10-20T15:47:34.476198Z,-19797798.86900704,-5606945.299258051,-21257991.009443626,-293.85564593338665,-4710.730882229025,1520.5858890763056
4.0,2025-10-20T15:47:35.476199Z,-19798910.64016454,-5608768.607170953,-21256470.423523482,-293.65618072623573,-4710.6744195973,1520.913101576865
5.0,2025-10-20T15:47:36.476200Z,-19800022.782508463,-5610591.782738106,-21254949.83760334,-293.456708849907,-4710.618011105518,1521.240314077425
6.0,2025-10-20T15:47:37.476201Z,-19801132.247816678,-5612413.960517203,-21253425.98095754,-293.25718443979366,-4710.560931419701,1521.5672932744308
7.0,2025-10-20T15:47:38.476202Z,-19802242.08415833,-5614236.006306236,-21251902.12431174,-293.0576532683891,-4710.503905881866,1521.8942724714366
8.0,2025-10-20T15:47:39.476203Z,-19803352.291520067,-5616057.920060785,-21250378.26766594,-292.8581153425291,-4710.446934492694,1522.2212516684426
9.0,2025-10-20T15:47:40.476204Z,-19804462.869888533,-5617879.701736425,-21248854.411020145,-292.65857066904994,-4710.390017252867,1522.5482308654487
10.0,2025-10-20T15:47:41.476205Z,-19805573.819250368,-5619701.351288739,-21247330.554374345,-292.45901925478773,-4710.333154163069,1522.8752100624545
11.0,2025-10-20T15:47:42.476206Z,-19806685.139592204,-5621522.868673306,-21245806.697728544,-292.25946110657907,-4710.276345223977,1523.2021892594605
12.0,2025-10-20T15:47:43.476207Z,-19807796.830900684,-5623344.253845708,-21244282.841082744,-292.0598962312601,-4710.219590436271,1523.5291684564663
13.0,2025-10-20T15:47:44.476208Z,-19808908.89316242,-5625165.50676153,-21242758.984436948,-291.8603246356675,-4710.162889800631,1523.8561476534721
14.0,2025-10-20T15:47:45.476209Z,-19810021.326364037,-5626986.627376356,-21241235.127791148,-291.6607463266376,-4710.106243317734,1524.1831268504782
15.0,2025-10-20T15:47:46.476210Z,-19811134.13049215,-5628807.615645774,-21239711.271145348,-291.46116131100666,-4710.049650988259,1524.510106047484
16.0,2025-10-20T15:47:47.476210Z,-19812247.305533383,-5630628.471525368,-21238187.414499547,-291.26156959561166,-4709.99311281288,1524.8370852444898
17.0,2025-10-20T15:47:48.476211Z,-19813360.851474337,-5632449.194970729,-21236663.55785375,-291.0619711872892,-4709.936628792274,1525.1640644414958
18.0,2025-10-20T15:47:49.476212Z,-19814474.76830161,-5634269.785937446,-21235139.70120795,-290.8623660928761,-4709.880198927119,1525.4910436385019
19.0,2025-10-20T15:47:50.476213Z,-19815589.056001805,-5636090.244381109,-21233615.84456215,-290.66275431920894,-4709.823823218085,1525.818022835508
20.0,2025-10-20T15:47:51.476214Z,-19816703.71456152,-5637910.570257313,-21232091.98791635,-290.4631358731247,-4709.767501665849,1526.1450020325135
21.0,2025-10-20T15:47:52.476215Z,-19817818.743967343,-5639730.763521647,-21230568.131270554,-290.2635107614606,-4709.7112342710825,1526.4719812295195
22.0,2025-10-20T15:47:53.476216Z,-19818921.935169194,-5641547.320466308,-21229031.217959628,-290.06370148619607,-4709.65212049263,1526.7980215559608
23.0,2025-10-20T15:47:54.476217Z,-19820025.496679407,-5643363.746490903,-21227494.3046487,-289.86388513600485,-4709.593060898895,1527.1240618824017
24.0,2025-10-20T15:47:55.476218Z,-19821129.42848473,-5645180.041551089,-21225957.391337775,-289.66406171772655,-4709.534055490592,1527.4501022088432
25.0,2025-10-20T15:47:56.476219Z,-19822233.730571967,-5646996.20560252,-21224420.478026852,-289.46423123820136,-4709.475104268443,1527.7761425352842
26.0,2025-10-20T15:47:57.476220Z,-19823338.402927853,-5648812.23860085,-21222883.564715926,-289.2643937042693,-4709.416207233161,1528.1021828617254
27.0,2025-10-20T15:47:58.476221Z,-19824443.445539158,-5650628.140501736,-21221346.651405003,-289.06454912277087,-4709.357364385462,1528.4282231881666
