t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,10047819.582829619,14581282.235309254,-23709571.82852568,-3294.9026456215406,3539.3248452836783,784.7570894149195
1.0,2025-10-20T15:47:32.476194Z,10046651.348860756,14583356.174672177,-23708786.8890964,-3295.0037589237963,3539.1780918352647,785.1217671520981
2.0,2025-10-20T15:47:33.476196Z,10045483.08451971,14585429.80107694,-23708001.03801759,-3295.104784579036,3539.031235666992,785.4864150125159
3.0,2025-10-20T15:47:34.476198Z,10044315.176036036,14587503.675396096,-23707215.186938774,-3295.2058491713783,3538.8844130541584,785.8510628729335
4.0,2025-10-20T15:47:35.476199Z,10043147.623439675,14589577.797588762,-23706429.335859958,-3295.306952696465,3538.737624001659,786.2157107333512
5.0,2025-10-20T15:47:36.476200Z,10041980.42676057,14591652.167614063,-23705643.484781142,-3295.4080951499395,3538.590868514392,786.580358593769
6.0,2025-10-20T15:47:37.476201Z,10040812.042647395,14593724.539426632,-23704853.987942602,-3295.5087700232484,3538.443601708817,786.9448865536699
7.0,2025-10-20T15:47:38.476202Z,10039644.014183786,14595797.159215178,-23704064.491104063,-3295.6094838957,3538.2963684044003,787.3094145135708
8.0,2025-10-20T15:47:39.476203Z,10038476.341399696,14597870.026938852,-23703274.99426552,-3295.710236762943,3538.1491686060476,787.6739424734718
9.0,2025-10-20T15:47:40.476204Z,10037309.024325065,14599943.1425568,-23702485.497426983,-3295.811028620626,3538.002002318661,788.0384704333727
10.0,2025-10-20T15:47:41.476205Z,10036142.062989842,14602016.506028166,-23701696.000588443,-3295.911859464398,3537.854869547146,788.4029983932736
11.0,2025-10-20T15:47:42.476206Z,10034975.457423966,14604090.117312094,-23700906.503749903,-3296.012729289906,3537.7077702964043,788.7675263531746
12.0,2025-10-20T15:47:43.476207Z,10033809.20765737,14606163.976367718,-23700117.00691136,-3296.1136380927983,3537.560704571338,789.1320543130755
13.0,2025-10-20T15:47:44.476208Z,10032643.313719986,14608238.083154174,-23699327.51007282,-3296.2145858687204,3537.413672376851,789.4965822729765
14.0,2025-10-20T15:47:45.476209Z,10031477.775641741,14610312.437630592,-23698538.01323428,-3296.315572613319,3537.2666737178447,789.8611102328775
15.0,2025-10-20T15:47:46.476210Z,10030312.593452558,14612387.039756108,-23697748.51639574,-3296.4165983222415,3537.11970859922,790.2256381927784
16.0,2025-10-20T15:47:47.476210Z,10029147.767182354,14614461.889489839,-23696959.019557197,-3296.5176629911302,3536.972777025878,790.5901661526794
17.0,2025-10-20T15:47:48.476211Z,10027983.29686105,14616536.986790916,-23696169.522718657,-3296.618766615632,3536.825879002719,790.9546941125803
18.0,2025-10-20T15:47:49.476212Z,10026819.18251855,14618612.33161845,-23695380.02588012,-3296.719909191391,3536.679014534642,791.3192220724812
19.0,2025-10-20T15:47:50.476213Z,10025655.424184762,14620687.923931563,-23694590.52904158,-3296.8210907140483,3536.532183626548,791.6837500323822
20.0,2025-10-20T15:47:51.476214Z,10024492.021889592,14622763.763689373,-23693801.032203037,-3296.9223111792508,3536.3853862833353,792.0482779922831
21.0,2025-10-20T15:47:52.476215Z,10023328.975662934,14624839.850850983,-23693011.535364497,-3297.023570582639,3536.238622509902,792.4128059521842
22.0,2025-10-20T15:47:53.476216Z,10022160.139911326,14626907.160172407,-23692207.469035465,-3297.1228392366934,3536.0897170422954,792.7768480186724
23.0,2025-10-20T15:47:54.476217Z,10020991.658971792,14628974.717712184,-23691403.40270643,-3297.222147137474,3535.9408448582612,793.1408900851605
24.0,2025-10-20T15:47:55.476218Z,10019823.532874322,14631042.523429561,-23690599.336377397,-3297.3214942806558,3535.792005962733,793.5049321516486
25.0,2025-10-20T15:47:56.476219Z,10018655.761648886,14633110.577283783,-23689795.270048358,-3297.4208806619117,3535.643200360642,793.8689742181368
26.0,2025-10-20T15:47:57.476220Z,10017488.34532547,14635178.879234085,-23688991.203719325,-3297.5203062769137,3535.494428056918,794.233016284625
27.0,2025-10-20T15:47:58.476221Z,10016321.28393404,14637247.429239705,-23688187.13739029,-3297.6197711213335,3535.345689056493,794.5970583511132
28.0,2025-10-20T15:47:59.476221Z,10015154.577504572,14639316.227259878,-23687383.071061257,-3297.7192751908433,3535.196983364296,794.9611004176014
