t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,-17993631.72689772,-22589562.60905905,-6357459.943396552,2889.5494108283915,-3128.175362763155,2941.232176236799
1.0,2025-10-20T15:47:32.476194Z,-17994036.637564324,-22590066.407894883,-6354518.662230895,2889.7310858415367,-3127.947284366494,2941.330147521033
2.0,2025-10-20T15:47:33.476196Z,-17994441.02397742,-22590569.397259537,-6351577.136307012,2889.912698185154,-3127.71912849141,2941.4280054808523
3.0,2025-10-20T15:47:34.476198Z,-17994845.579437472,-22591072.447760463,-6348635.61038313,2890.094359167506,-3127.491015738271,2941.5258634406714
4.0,2025-10-20T15:47:35.476199Z,-17995250.303955544,-22591575.559375677,-6345694.084459247,2890.276068783269,-3127.262946112957,2941.6237214004905
5.0,2025-10-20T15:47:36.476200Z,-17995655.19754269,-22592078.732083205,-6342752.558535365,2890.45782702712,-3127.0349196213465,2941.7215793603095
6.0,2025-10-20T15:47:37.476201Z,-17996057.486868702,-22592578.48259712,-6339810.056752167,2890.6391884071563,-3126.806454170787,2941.818983916152
7.0,2025-10-20T15:47:38.476202Z,-17996459.94477793,-22593078.294563867,-6336867.554968969,2890.820598474943,-3126.5780318007223,2941.9163884719933
8.0,2025-10-20T15:47:39.476203Z,-17996862.57128146,-22593578.16796152,-6333925.05318577,2891.0020572251615,-3126.349652517037,2942.0137930278347
9.0,2025-10-20T15:47:40.476204Z,-17997265.366390396,-22594078.102768138,-6330982.551402573,2891.183564652492,-3126.1213163256148,2942.1111975836766
10.0,2025-10-20T15:47:41.476205Z,-17997668.330115844,-22594578.098961797,-6328040.049619373,2891.365120751614,-3125.893023232343,2942.2086021395185
11.0,2025-10-20T15:47:42.476206Z,-17998071.462468885,-22595078.15652056,-6325097.547836175,2891.546725517208,-3125.6647732431034,2942.3060066953603
12.0,2025-10-20T15:47:43.476207Z,-17998474.763460614,-22595578.2754225,-6322155.046052977,2891.7283789439525,-3125.4365663637805,2942.4034112512018
13.0,2025-10-20T15:47:44.476208Z,-17998878.233102124,-22596078.45564567,-6319212.544269779,2891.9100810265263,-3125.2084026002567,2942.5008158070436
14.0,2025-10-20T15:47:45.476209Z,-17999281.871404506,-22596578.697168134,-6316270.042486581,2892.091831759605,-3124.9802819584165,2942.5982203628855
15.0,2025-10-20T15:47:46.476210Z,-17999685.67837883,-22597078.999967963,-6313327.540703382,2892.2736311378685,-3124.752204444139,2942.695624918727
16.0,2025-10-20T15:47:47.476210Z,-18000089.65403619,-22597579.36402321,-6310385.038920185,2892.4554791559913,-3124.524170063307,2942.7930294745684
17.0,2025-10-20T15:47:48.476211Z,-18000493.79838767,-22598079.78931193,-6307442.537136985,2892.6373758086506,-3124.2961788218013,2942.8904340304107
18.0,2025-10-20T15:47:49.476212Z,-18000898.11144434,-22598580.275812194,-6304500.035353787,2892.8193210905206,-3124.068230725502,2942.9878385862526
19.0,2025-10-20T15:47:50.476213Z,-18001302.593217265,-22599080.823502038,-6301557.533570589,2893.001314996276,-3123.8403257802875,2943.085243142094
20.0,2025-10-20T15:47:51.476214Z,-18001707.243717544,-22599581.432359535,-6298615.031787391,2893.183357520592,-3123.61246399204,2943.1826476979354
21.0,2025-10-20T15:47:52.476215Z,-18002112.06295623,-22600082.10236273,-6295672.530004192,2893.36544865814,-3123.384645366635,2943.2800522537773
22.0,2025-10-20T15:47:53.476216Z,-18002505.96283146,-22600568.88213129,-6292726.175597038,2893.5458016227376,-3123.154947034422,2943.375641509364
23.0,2025-10-20T15:47:54.476217Z,-18002900.029432606,-22601055.724618837,-6289779.821189885,2893.726203470359,-3122.9252916162304,2943.4712307649506
24.0,2025-10-20T15:47:55.476218Z,-18003294.26277089,-22601542.629803643,-6286833.466782731,2893.9066541957045,-3122.6956791179664,2943.566820020537
25.0,2025-10-20T15:47:56.476219Z,-18003688.662857562,-22602029.597664,-6283887.112375577,2894.0871537934745,-3122.46610954554,2943.6624092761235
26.0,2025-10-20T15:47:57.476220Z,-18004083.229703866,-22602516.628178157,-6280940.757968424,2894.267702258369,-3122.236582904856,2943.7579985317093
27.0,2025-10-20T15:47:58.476221Z,-18004477.96332102,-22603003.721324388,-6277994.40356127,2894.4482995850844,-3122.0070992018195,2943.853587787296
