t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,-17993631.72689771,22589562.609059054,6357459.94339656,-2889.5494108283924,-3128.175362763154,2941.2321762367988
1.0,2025-10-20T15:47:32.476194Z,-17993226.708054278,22589058.52308639,6360401.126568268,-2889.367739930755,-3128.4034360381393,2941.134159625845
2.0,2025-10-20T15:47:33.476196Z,-17992821.165048692,22588553.627724092,6363342.064528483,-2889.1860063953636,-3128.6314317941788,2941.0360297057127
3.0,2025-10-20T15:47:34.476198Z,-17992415.791350517,22588048.793343347,6366283.002488699,-2889.0043214777816,-3128.8594706875965,2940.93789978558
4.0,2025-10-20T15:47:35.476199Z,-17992010.586948704,22587544.01996615,6369223.940448914,-2888.8226851833324,-3129.0875527125145,2940.839769865448
5.0,2025-10-20T15:47:36.476200Z,-17991605.551832188,22587039.30761451,6372164.878409129,-2888.6410975173408,-3129.3156778630528,2940.741639945316
6.0,2025-10-20T15:47:37.476201Z,-17991197.9122536,22586531.17566424,6375104.832351222,-2888.459113716616,-3129.5433632054196,2940.6430568954556
7.0,2025-10-20T15:47:38.476202Z,-17990790.44244584,22586023.104379028,6378044.786293313,-2888.2771784845663,-3129.7710917265167,2940.5444738455953
8.0,2025-10-20T15:47:39.476203Z,-17990383.142397895,22585515.09378093,6380984.740235406,-2888.095291826521,-3129.9988634204715,2940.4458907957346
9.0,2025-10-20T15:47:40.476204Z,-17989976.012098752,22585007.143891998,6383924.694177498,-2887.9134537478085,-3130.2266782814104,2940.3473077458743
10.0,2025-10-20T15:47:41.476205Z,-17989569.051537383,22584499.25473429,6386864.648119591,-2887.7316642537576,-3130.45453630346,2940.248724696014
11.0,2025-10-20T15:47:42.476206Z,-17989162.260702763,22583991.42632986,6389804.602061684,-2887.549923349696,-3130.6824374807443,2940.1501416461533
12.0,2025-10-20T15:47:43.476207Z,-17988755.639583874,22583483.65870076,6392744.556003775,-2887.3682310409504,-3130.9103818073895,2940.051558596293
13.0,2025-10-20T15:47:44.476208Z,-17988349.188169684,22582975.95186904,6395684.5099458685,-2887.1865873328475,-3131.13836927752,2939.9529755464328
14.0,2025-10-20T15:47:45.476209Z,-17987942.906449165,22582468.305856746,6398624.463887962,-2887.004992230713,-3131.36639988526,2939.854392496572
15.0,2025-10-20T15:47:46.476210Z,-17987536.794411287,22581960.72068593,6401564.417830054,-2886.823445739871,-3131.594473624731,2939.7558094467117
16.0,2025-10-20T15:47:47.476210Z,-17987130.85204502,22581453.19637864,6404504.371772147,-2886.641947865648,-3131.822590490059,2939.6572263968515
17.0,2025-10-20T15:47:48.476211Z,-17986725.07933931,22580945.732956924,6407444.325714239,-2886.460498613368,-3132.050750475364,2939.558643346991
18.0,2025-10-20T15:47:49.476212Z,-17986319.476283137,22580438.33044282,6410384.279656331,-2886.2790979883525,-3132.2789535747684,2939.460060297131
19.0,2025-10-20T15:47:50.476213Z,-17985914.042865448,22579930.988858376,6413324.233598424,-2886.097745995926,-3132.507199782393,2939.36147724727
20.0,2025-10-20T15:47:51.476214Z,-17985508.7790752,22579423.708225623,6416264.187540516,-2885.9164426414095,-3132.735489092358,2939.26289419741
21.0,2025-10-20T15:47:52.476215Z,-17985103.684901353,22578916.48856662,6419204.141482609,-2885.735187930126,-3132.963821498785,2939.1643111475496
22.0,2025-10-20T15:47:53.476216Z,-17984687.660306707,22578395.42590695,6422140.108634464,-2885.552207645247,-3133.1902597891417,2939.063917307286
23.0,2025-10-20T15:47:54.476217Z,-17984271.807334203,22577874.42264631,6425076.075786318,-2885.3692757317235,-3133.416741422964,2938.9635234670227
24.0,2025-10-20T15:47:55.476218Z,-17983856.12597297,22577353.478806965,6428012.042938173,-2885.186392194905,-3133.6432663944024,2938.8631296267595
25.0,2025-10-20T15:47:56.476219Z,-17983440.616212144,22576832.594411183,6430948.010090027,-2885.003557040138,-3133.869834697606,2938.7627357864963
26.0,2025-10-20T15:47:57.476220Z,-17983025.278040826,22576311.769481204,6433883.977241882,-2884.820770272771,-3134.096446326723,2938.662341946233
27.0,2025-10-20T15:47:58.476221Z,-17982610.11144814,22575791.00403929,6436819.944393736,-2884.6380318981496,-3134.3231012758993,2938.56194810597
28.0,2025-10-20T15:47:59.476221Z,-17982195.1164232,22575270.298107702,6439755.911545591,-2884.4553419216195,-3134.5497995392843,2938.4615542657066
29.0,2025-10-20T15:48:00.476222Z,-17981780.292955127,22574749.65170868,6442691.878697446,-2884.2727003485256,-3134.776541111023,2938.3611604254434
30.0,2025-10-20T15:48:01.476223Z,-17981365.64103302,22574229.064864486,6445627.845849301,-2884.090107184213,-3135.003325985263,2938.2607665851797
31.0,2025-10-20T15:48:02.476224Z,-17980951.16064598,22573708.537597355,6448563.813001155,-2883.9075624340257,-3135.2301541561483,2938.1603727449165
32.0,2025-10-20T15:48:03.476225Z,-17980536.851783138,22573188.06992954,6451499.78015301,-2883.7250661033063,-3135.457025617824,2938.0599789046537
33.0,2025-10-20T15:48:04.476226Z,-17980122.714433577,22572667.661883302,6454435.747304864,-2883.5426181973985,-3135.6839403644353,2937.9595850643905
34.0,2025-10-20T15:48:05.476227Z,-17979708.7485864,22572147.313480865,6457371.714456719,-2883.360218721644,-3135.910898390126,2937.8591912241272
35.0,2025-10-20T15:48:06.476228Z,-17979294.954230715,22571627.024744492,6460307.6816085735,-2883.177867681384,-3136.1378996890385,2937.758797383864
36.0,2025-10-20T15:48:07.476229Z,-17978881.331355605,22571106.79569642,6463243.648760429,-2882.995565081961,-3136.364944255316,2937.658403543601
37.0,2025-10-20T15:48:08.476230Z,-17978467.879950177,22570586.62635889,6466179.615912282,-2882.8133109287137,-3136.592032083102,2937.5580097033376
38.0,2025-10-20T15:48:09.476231Z,-17978054.60000351,22570066.516754143,6469115.583064137,-2882.6311052269825,-3136.8191631665354,2937.457615863074
39.0,2025-10-20T15:48:10.476232Z,-17977641.491504706,22569546.466904417,6472051.550215991,-2882.448947982107,-3137.0463374997594,2937.3572220228107
40.0,2025-10-20T15:48:11.476233Z,-17977228.55444284,22569026.476831954,6474987.517367846,-2882.2668391994252,-3137.273555076914,2937.2568281825475
41.0,2025-10-20T15:48:12.476233Z,-17976815.78880701,22568506.546558987,6477923.4845197005,-2882.0847788842752,-3137.500815892139,2937.1564343422842
42.0,2025-10-20T15:48:13.476234Z,-17976403.194586277,22567986.67610775,6480859.451671556,-2881.9027670419946,-3137.728119939574,2937.056040502021
43.0,2025-10-20T15:48:14.476235Z,-17975990.771769743,22567466.865500487,6483795.41882341,-2881.7208036779202,-3137.955467213358,2936.955646661758
44.0,2025-10-20T15:48:15.476236Z,-17975578.520346478,22566947.11475941,6486731.385975265,-2881.5388887973877,-3138.182857707629,2936.8552528214946
45.0,2025-10-20T15:48:16.476237Z,-17975166.44030555,22566427.42390678,6489667.353127119,-2881.3570224057335,-3138.4102914165255,2936.7548589812313
46.0,2025-10-20T15:48:17.476238Z,-17974754.531636037,22565907.79296481,6492603.320278974,-2881.1752045082926,-3138.637768334184,2936.6544651409677
47.0,2025-10-20T15:48:18.476239Z,-17974342.794327013,22565388.22195573,6495539.287430828,-2880.9934351103993,-3138.865288454742,2936.5540713007044
48.0,2025-10-20T15:48:19.476240Z,-17973931.228367545,22564868.71090178,6498475.254582684,-2880.811714217387,-3139.0928517723346,2936.453677460441
49.0,2025-10-20T15:48:20.476241Z,-17973519.833746698,22564349.259825166,6501411.221734538,-2880.6300418345895,-3139.3204582810986,2936.353283620178
50.0,2025-10-20T15:48:21.476242Z,-17973108.610453527,22563829.86874813,6504347.188886392,-2880.448417967339,-3139.548107975168,2936.2528897799148
51.0,2025-10-20T15:48:22.476243Z,-17972697.55847711,22563310.537692886,6507283.156038246,-2880.2668426209675,-3139.775800848678,2936.1524959396515
52.0,2025-10-20T15:48:23.476244Z,-17972286.677806493,22562791.266681667,6510219.123190101,-2880.0853158008063,-3140.0035368957624,2936.0521020993883
53.0,2025-10-20T15:48:24.476245Z,-17971875.968430735,22562272.055736683,6513155.090341955,-2879.9038375121872,-3140.2313161105544,2935.9517082591256
54.0,2025-10-20T15:48:25.476246Z,-17971465.430338897,22561752.904880162,6516091.057493811,-2879.7224077604387,-3140.459138487188,2935.851314418862
55.0,2025-10-20T15:48:26.476247Z,-17971055.063520018,22561233.814134326,6519027.024645666,-2879.5410265508926,-3140.687004019793,2935.7509205785987
56.0,2025-10-20T15:48:27.476248Z,-17970644.86796316,22560714.783521388,6521962.99179752,-2879.359693888877,-3140.9149127025044,2935.6505267383354
57.0,2025-10-20T15:48:28.476249Z,-17970234.843657363,22560195.813063562,6524898.958949375,-2879.178409779719,-3141.142864529451,2935.550132898072
58.0,2025-10-20T15:48:29.476250Z,-17969824.99059168,22559676.902783066,6527834.926101229,-2878.997174228749,-3141.370859494764,2935.449739057809
59.0,2025-10-20T15:48:30.476251Z,-17969415.308755144,22559158.052702114,6530770.893253084,-2878.815987241292,-3141.5988975925748,2935.3493452175458
60.0,2025-10-20T15:48:31.476252Z,-17969005.7981368,22558639.262842923,6533706.860404938,-2878.634848822676,-3141.8269788170114,2935.2489513772825
61.0,2025-10-20T15:48:32.476253Z,-17968596.45872568,22558120.533227697,6536642.827556794,-2878.4537589782267,-3142.055103162203,2935.148557537019
62.0,2025-10-20T15:48:33.476254Z,-17968187.29051083,22557601.86387865,6539578.794708648,-2878.2727177132692,-3142.2832706222794,2935.0481636967556
63.0,2025-10-20T15:48:34.476255Z,-17967778.293481275,22557083.254817985,6542514.761860502,-2878.091725033128,-3142.511481191367,2934.9477698564924
64.0,2025-10-20T15:48:35.476256Z,-17967369.467626054,22556564.706067923,6545450.729012356,-2877.91078094313,-3142.739734863594,2934.847376016229
65.0,2025-10-20T15:48:36.476257Z,-17966960.812934183,22556046.217650656,6548386.696164211,-2877.729885448595,-3142.968031633087,2934.746982175966
