t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,-5625215.415716624,-26309682.136370536,12280440.364476398,4377.440197264302,292.48600972100064,2636.1933998950267
1.0,2025-10-20T15:47:32.476194Z,-5624674.931007305,-26308569.162560225,12283076.463252556,4377.496963541793,292.7515182863568,2636.0041456561967
2.0,2025-10-20T15:47:33.476196Z,-5624134.097243498,-26307455.394027356,12285712.088740934,4377.553623139701,293.0170086479175,2635.8147899650166
3.0,2025-10-20T15:47:34.476198Z,-5623593.130967367,-26306341.84427039,12288347.71422931,4377.610344734471,293.28249229970686,2635.6254342738375
4.0,2025-10-20T15:47:35.476199Z,-5623052.0322079435,-26305228.513302706,12290983.339717688,4377.667128325425,293.5479692340948,2635.436078582658
5.0,2025-10-20T15:47:36.476200Z,-5622510.800994259,-26304115.401137713,12293618.965206066,4377.723973911887,293.8134394434515,2635.2467228914784
6.0,2025-10-20T15:47:37.476201Z,-5621968.572183594,-26302998.45499305,12296252.694703637,4377.780206727747,294.07885657714246,2635.056961596906
7.0,2025-10-20T15:47:38.476202Z,-5621426.210385673,-26301881.727804065,12298886.424201207,4377.836501531001,294.344267068952,2634.8672003023344
8.0,2025-10-20T15:47:39.476203Z,-5620883.715629545,-26300765.219584215,12301520.15369878,4377.892858320977,294.60967091125104,2634.6774390077626
9.0,2025-10-20T15:47:40.476204Z,-5620341.087944261,-26299648.93034695,12304153.883196348,4377.949277097003,294.8750680964108,2634.4876777131904
10.0,2025-10-20T15:47:41.476205Z,-5619798.327358876,-26298532.86010572,12306787.612693919,4378.00575785841,295.14045861680205,2634.297916418619
11.0,2025-10-20T15:47:42.476206Z,-5619255.4339024415,-26297417.008873973,12309421.34219149,4378.062300604526,295.4058424647964,2634.108155124047
12.0,2025-10-20T15:47:43.476207Z,-5618712.407604013,-26296301.376665145,12312055.071689062,4378.118905334675,295.6712196327648,2633.9183938294755
13.0,2025-10-20T15:47:44.476208Z,-5618169.248492646,-26295185.963492677,12314688.801186632,4378.175572048186,295.9365901130784,2633.728632534903
14.0,2025-10-20T15:47:45.476209Z,-5617625.956597401,-26294070.769370012,12317322.530684203,4378.232300744384,296.2019538981089,2633.538871240331
15.0,2025-10-20T15:47:46.476210Z,-5617082.5319473315,-26292955.794310577,12319956.260181773,4378.289091422592,296.4673109802277,2633.3491099457597
16.0,2025-10-20T15:47:47.476210Z,-5616538.974571504,-26291841.038327802,12322589.989679346,4378.345944082135,296.732661351806,2633.1593486511874
17.0,2025-10-20T15:47:48.476211Z,-5615995.284498974,-26290726.501435116,12325223.719176916,4378.4028587223365,296.99800500521565,2632.969587356616
18.0,2025-10-20T15:47:49.476212Z,-5615451.461758807,-26289612.18364594,12327857.448674485,4378.459835342518,297.2633419328279,2632.779826062044
19.0,2025-10-20T15:47:50.476213Z,-5614907.506380065,-26288498.084973704,12330491.178172057,4378.516873942001,297.52867212701466,2632.5900647674716
