t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,-19794465.02101995,5601474.3660869,21262551.949114554,294.4539899365972,-4710.900413609577,1519.604193337251
1.0,2025-10-20T15:47:32.476194Z,-19793353.66832782,5599650.227079409,21264071.389662817,294.6534122649575,-4710.9568389047445,1519.2768993144848
2.0,2025-10-20T15:47:33.476196Z,-19792241.9253067,5597825.740382613,21265590.01188874,294.852816335028,-4711.013136979877,1518.949547104945
3.0,2025-10-20T15:47:34.476198Z,-19791130.553627767,5596001.121340128,21267108.63411466,295.05221375838835,-4711.06948918687,1518.6221948954053
4.0,2025-10-20T15:47:35.476199Z,-19790019.553304393,5594176.369996412,21268627.256340582,295.2516045282035,-4711.125895525049,1518.294842685866
5.0,2025-10-20T15:47:36.476200Z,-19788908.92434997,5592351.486395922,21270145.878566507,295.4509886376391,-4711.182355993746,1517.967490476326
6.0,2025-10-20T15:47:37.476201Z,-19787795.62128884,5590525.6115770545,21271661.2258755,295.65031933849616,-4711.238145127019,1517.6399058740772
7.0,2025-10-20T15:47:38.476202Z,-19786682.689748704,5588699.604146173,21273176.5731845,295.84964347110935,-4711.293988382654,1517.3123212718288
8.0,2025-10-20T15:47:39.476203Z,-19785570.129742995,5586873.464147757,21274691.9204935,296.04896102864507,-4711.349885759986,1516.98473666958
9.0,2025-10-20T15:47:40.476204Z,-19784457.94128512,5585047.191626274,21276207.267802496,296.24827200427023,-4711.405837258356,1516.6571520673313
10.0,2025-10-20T15:47:41.476205Z,-19783346.124388482,5583220.786626207,21277722.615111493,296.4475763911513,-4711.461842877097,1516.3295674650826
11.0,2025-10-20T15:47:42.476206Z,-19782234.679066498,5581394.249192035,21279237.96242049,296.6468741824554,-4711.51790261555,1516.001982862834
12.0,2025-10-20T15:47:43.476207Z,-19781123.60533257,5579567.579368234,21280753.309729487,296.8461653713492,-4711.574016473048,1515.6743982605851
13.0,2025-10-20T15:47:44.476208Z,-19780012.903200075,5577740.777199288,21282268.657038484,297.0454499509996,-4711.630184448925,1515.3468136583363
14.0,2025-10-20T15:47:45.476209Z,-19778902.57268243,5575913.842729675,21283784.00434748,297.244727914574,-4711.686406542517,1515.0192290560879
15.0,2025-10-20T15:47:46.476210Z,-19777792.61379301,5574086.776003883,21285299.351656478,297.4439992552389,-4711.742682753158,1514.691644453839
16.0,2025-10-20T15:47:47.476210Z,-19776683.0265452,5572259.577066395,21286814.69896548,297.6432639661618,-4711.799013080181,1514.3640598515904
17.0,2025-10-20T15:47:48.476211Z,-19775573.810952377,5570432.245961697,21288330.046274472,297.8425220405096,-4711.855397522915,1514.0364752493415
18.0,2025-10-20T15:47:49.476212Z,-19774464.96702792,5568604.782734277,21289845.393583473,298.04177347144974,-4711.911836080695,1513.708890647093
19.0,2025-10-20T15:47:50.476213Z,-19773356.494785193,5566777.187428621,21291360.74089247,298.2410182521495,-4711.9683287528505,1513.3813060448442
20.0,2025-10-20T15:47:51.476214Z,-19772248.39423756,5564949.460089221,21292876.088201467,298.44025637577613,-4712.02487553871,1513.0537214425956
21.0,2025-10-20T15:47:52.476215Z,-19771140.66539839,5563121.600760566,21294391.435510464,298.63948783549716,-4712.0814764376055,1512.726136840347
22.0,2025-10-20T15:47:53.476216Z,-19770021.142626684,5561290.215672789,21295893.65723164,298.83851968580535,-4712.135228831217,1512.3976283457832
23.0,2025-10-20T15:47:54.476217Z,-19768901.992085163,5559458.696910493,21297395.878952824,299.0375452818686,-4712.189035308395,1512.0691198512195
24.0,2025-10-20T15:47:55.476218Z,-19767783.213787384,5557627.044518228,21298898.100674,299.2365646168573,-4712.242895868515,1511.7406113566558
25.0,2025-10-20T15:47:56.476219Z,-19766664.80774687,5555795.258540546,21300400.32239518,299.43557768394254,-4712.296810510949,1511.4121028620923
26.0,2025-10-20T15:47:57.476220Z,-19765546.77397716,5553963.339021996,21301902.54411636,299.6345844762948,-4712.35077923507,1511.0835943675288
27.0,2025-10-20T15:47:58.476221Z,-19764429.112491775,5552131.286007131,21303404.76583754,299.8335849870853,-4712.404802040249,1510.755085872965
28.0,2025-10-20T15:47:59.476221Z,-19763311.823304247,5550299.0995405065,21304906.987558715,300.0325792094845,-4712.458878925856,1510.4265773784014
29.0,2025-10-20T15:48:00.476222Z,-19762194.906428088,5548466.779666673,21306409.20927989,300.2315671366639,-4712.513009891261,1510.0980688838376
30.0,2025-10-20T15:48:01.476223Z,-19761078.361876816,5546634.326430194,21307911.431001075,300.4305487617942,-4712.567194935835,1509.769560389274
