t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,29570536.862999998,0.0,0.0,0.0,4210.400748962036,3045.303176119437
1.0,2025-10-20T15:47:32.476194Z,29570536.706241876,-102.23488384961277,3045.3031682952465,-0.2986060735684488,4210.400749478225,3045.3031526468644
2.0,2025-10-20T15:47:33.476196Z,29570535.552196637,-204.46974787978166,6090.606101864773,-0.5972121207198118,4210.400653668076,3045.303011811435
3.0,2025-10-20T15:47:34.476198Z,29570534.540482424,-306.70445506752753,9135.9090354343,-0.8958181802117333,4210.400623796111,3045.3028709760056
4.0,2025-10-20T15:47:35.476199Z,29570533.67109927,-408.9390267143731,12181.211969003827,-1.1944242440154706,4210.4006598623355,3045.3027301405755
5.0,2025-10-20T15:47:36.476200Z,29570532.944047164,-511.17348412183895,15226.514902573355,-1.4930303041022834,4210.400761866744,3045.302589305146
6.0,2025-10-20T15:47:37.476201Z,29570527.800856147,-613.4087039780649,18271.813611081394,-1.7916357942690622,4210.400280751423,3045.301979018632
7.0,2025-10-20T15:47:38.476202Z,29570522.799996108,-715.6431873801257,21317.112319589436,-2.090241359321546,4210.399865574209,3045.301368732118
8.0,2025-10-20T15:47:39.476203Z,29570517.94146713,-817.87695562954,24362.41102809748,-2.3888469912310044,4210.399516335109,3045.300758445604
9.0,2025-10-20T15:47:40.476204Z,29570513.225269277,-920.1100300278356,27407.709736605517,-2.6874526819686984,4210.399233034132,3045.30014815909
10.0,2025-10-20T15:47:41.476205Z,29570508.651402645,-1022.3424318765417,30453.00844511356,-2.9860584235058982,4210.399015671282,3045.2995378725764
11.0,2025-10-20T15:47:42.476206Z,29570504.219867293,-1124.5741824771933,33498.3071536216,-3.284664207813868,4210.398864246568,3045.298927586062
12.0,2025-10-20T15:47:43.476207Z,29570499.930663288,-1226.80530313135,36543.60586212965,-3.5832700268638673,4210.398778759992,3045.298317299548
13.0,2025-10-20T15:47:44.476208Z,29570495.783790708,-1329.0358151405499,39588.904570637686,-3.8818758726271643,4210.39875921156,3045.2977070130346
14.0,2025-10-20T15:47:45.476209Z,29570491.77924961,-1431.265739806353,42634.20327914573,-4.1804817370750245,4210.398805601274,3045.29709672652
15.0,2025-10-20T15:47:46.476210Z,29570487.91704006,-1533.4950984303398,45679.50198765376,-4.479087612178701,4210.3989179291375,3045.2964864400064
16.0,2025-10-20T15:47:47.476210Z,29570484.197162114,-1635.723912314063,48724.80069616181,-4.77769348990947,4210.39909619515,3045.2958761534924
17.0,2025-10-20T15:47:48.476211Z,29570480.619615838,-1737.9522027591108,51770.09940466985,-5.076299362238585,4210.399340399314,3045.2952658669783
18.0,2025-10-20T15:47:49.476212Z,29570477.18440128,-1840.179991067046,54815.39811317789,-5.374905221137311,4210.399650541629,3045.294655580464
19.0,2025-10-20T15:47:50.476213Z,29570473.891518503,-1942.4072985395,57860.69682168593,-5.673511058576906,4210.400026622095,3045.2940452939506
20.0,2025-10-20T15:47:51.476214Z,29570470.740967542,-2044.6341464780317,60905.99553019398,-5.972116866528642,4210.400468640709,3045.2934350074365
21.0,2025-10-20T15:47:52.476215Z,29570467.732748467,-2146.860556184237,63951.294238702016,-6.270722636963777,4210.400976597468,3045.2928247209225
22.0,2025-10-20T15:47:53.476216Z,29570446.633153927,-2249.104161056053,66996.52346881565,-6.569318678176066,4210.398954274617,3045.2903366529704
23.0,2025-10-20T15:47:54.476217Z,29570425.675888874,-2351.344711052498,70041.7526989293,-6.867915044452747,4210.396997888505,3045.2878485850183
24.0,2025-10-20T15:47:55.476218Z,29570404.860953648,-2453.5822274749676,73086.98192904293,-7.166511727765235,4210.395107439171,3045.2853605170667
25.0,2025-10-20T15:47:56.476219Z,29570384.188348576,-2555.816731624802,76132.21115915656,-7.465108720084942,4210.393282926647,3045.2828724491146
26.0,2025-10-20T15:47:57.476220Z,29570363.65807399,-2658.048244803453,79177.44038927021,-7.763706013383273,4210.391524350971,3045.2803843811625
27.0,2025-10-20T15:47:58.476221Z,29570343.27013022,-2760.2767883123533,82222.66961938384,-8.062303599631635,4210.389831712176,3045.2778963132105
28.0,2025-10-20T15:47:59.476221Z,29570323.024517577,-2862.502383452963,85267.89884949749,-8.360901470801435,4210.388205010293,3045.2754082452584
29.0,2025-10-20T15:48:00.476222Z,29570302.921236392,-2964.7250515268124,88313.12807961112,-8.659499618864059,4210.386644245357,3045.2729201773063
