t_sec,epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
0.0,2025-10-20T15:47:31.475959Z,-20974842.114275422,11695884.342069132,17339861.61779101,-3444.028524432978,-2980.511497802115,-2151.198487129129
1.0,2025-10-20T15:47:32.476194Z,-20976580.27710849,11695962.91832401,17337710.286340315,-3443.8183622465504,-2980.6286829051583,-2151.464408743536
2.0,2025-10-20T15:47:33.476196Z,-20978317.735650934,11696041.36182746,17335558.290209595,-3443.60810364275,-2980.745800100217,-2151.730247681907
3.0,2025-10-20T15:47:34.476198Z,-20980055.29428209,11696120.120926838,17333406.29407888,-3443.3978804343546,-2980.8629638074,-2151.9960866202773
4.0,2025-10-20T15:47:35.476199Z,-20981792.952965174,11696199.195637155,17331254.29794816,-3443.18769262703,-2980.980174022166,-2152.261925558648
5.0,2025-10-20T15:47:36.476200Z,-20983530.71166339,11696278.585973423,17329102.30181744,-3442.9775402264418,-2981.097430739976,-2152.527764497019
6.0,2025-10-20T15:47:37.476201Z,-20985265.35068619,11696356.498774776,17326947.649282884,-3442.766896269716,-2981.2142760947886,-2152.7932724478005
7.0,2025-10-20T15:47:38.476202Z,-20987000.08991207,11696434.726762537,17324792.99674833,-3442.5562876642807,-2981.3311680204188,-2153.0587803985827
8.0,2025-10-20T15:47:39.476203Z,-20988734.929304298,11696513.26995173,17322638.34421377,-3442.3457144158083,-2981.4481065123337,-2153.324288349365
9.0,2025-10-20T15:47:40.476204Z,-20990469.868826114,11696592.128357379,17320483.691679217,-3442.1351765299696,-2981.565091565996,-2153.589796300147
10.0,2025-10-20T15:47:41.476205Z,-20992204.90844078,11696671.301994504,17318329.03914466,-3441.9246740124354,-2981.682123176872,-2153.855304250929
11.0,2025-10-20T15:47:42.476206Z,-20993940.048111547,11696750.79087812,17316174.386610106,-3441.714206868876,-2981.799201340426,-2154.120812201711
12.0,2025-10-20T15:47:43.476207Z,-20995675.287801664,11696830.595023243,17314019.73407555,-3441.5037751049617,-2981.9163260521186,-2154.386320152493
13.0,2025-10-20T15:47:44.476208Z,-20997410.62747437,11696910.714444878,17311865.081540994,-3441.2933787263605,-2982.033497307413,-2154.651828103275
