epoch_utc,x_km,y_km,z_km,vx_kmps,vy_kmps,vz_kmps,ax_kmps2,ay_kmps2,az_kmps2,age_ms
2025-01-01T00:00:00.000000Z,3903.3876349493335,2007.932842961151,4766.967302521507,-1.6767765563898238,-2.6875919924110447,2.508630571510621,-0.0162007110692651,-0.0421827710654264,0.005023568313971,93.7065348341731
2025-01-01T00:00:01.000000Z,3901.739940178329,2005.2240219934624,4769.500436365158,-1.655586553631603,-2.7298965608741184,2.535773689582161,-0.015067068581855,-0.0421864638193403,0.0056942070592823,93.73082100825172
2025-01-01T00:00:02.000000Z,3899.9661770312778,2002.4412904936785,4772.021728421424,-1.7924838639987908,-2.8080407295524563,2.518149174650048,-0.0767170159120128,-0.0608632090220649,-0.008071432536909,93.7565304601821
2025-01-01T00:00:03.000000Z,3898.305904563917,1999.710668715997,4774.483901081321,-1.6952891024920824,-2.7598977987675624,2.460210189100446,0.0020800510194442,-0.0117438757978382,-0.0295202140250095,93.78201875528656
2025-01-01T00:00:04.000000Z,3896.5552670765983,1996.8431725516043,4777.048559049716,-1.7407926356334196,-2.8567403947557892,2.530775276992322,-0.0151778865685483,-0.0423680998344099,0.0066369531935321,93.8065705710056
2025-01-01T00:00:05.000000Z,3894.8020149056047,1994.041052730176,4779.589528650151,-1.7593891368845551,-2.845528530950705,2.5428616245043356,-0.0162107986514533,-0.0260837425572635,0.0085448104247769,93.83209318929433
2025-01-01T00:00:06.000000Z,3893.073514820398,1991.1896903584195,4782.090030636511,-1.752351319828176,-2.867535915314829,2.523575009702083,-0.0101886006811125,-0.0251599133899036,0.0013139187235609,93.85753458049794
2025-01-01T00:00:07.000000Z,3891.3142517933456,1988.4895485136497,4784.579779911709,-1.7634624054563277,-2.7991019453704635,2.507752315308252,-0.0104262939071322,-0.0033485178586867,-0.0021318922091915,93.88203933878984
2025-01-01T00:00:08.000000Z,3889.571407707104,1985.5987572160157,4787.084547696657,-1.7618242975842555,-2.8446675780136483,2.504201602553076,-0.0078115378018894,-0.0125757052249741,-0.0027447189402614,93.90751474641874
2025-01-01T00:00:09.000000Z,3887.860112893072,1982.7904699853348,4789.595830461954,-1.745924611531003,-2.8385165064671214,2.505565484218794,-0.0028547715138592,-0.0085973916540626,-0.0016766154604294,93.9330070628274
2025-01-01T00:00:10.000000Z,3886.0641545263593,1979.9285614558112,4792.0692482911645,-1.7691174861480878,-2.855493794177071,2.490473579871162,-0.0070672978374227,-0.0104668795822621,-0.0045769994568104,93.95756254760164
2025-01-01T00:00:11.000000Z,3884.3321572165346,1977.120754781598,4794.578451556482,-1.7594841226625304,-2.8438794887611603,2.4953575161084784,-0.0036160733353435,-0.0057989366918648,-0.0023761488942491,93.98308848341956
