epoch_utc,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
2025-01-01T00:00:00.000000Z,-3729208.7642183183,869794.0287566689,-5555156.326851922,5440.966504820404,-5699.447436472692,149.36653596191547
2025-01-01T00:00:01.000000Z,-3723638.910893219,864637.4903780347,-5555003.353712583,5445.786771476482,-5700.569211426648,156.5817773500189
2025-01-01T00:00:02.000000Z,-3718057.725212667,859477.3463042029,-5554832.296585484,5450.61000678633,-5701.677976852552,163.82763281998618
2025-01-01T00:00:03.000000Z,-3712477.3119292646,854316.3928839039,-5554661.239458386,5455.433109321347,-5702.787476019239,171.07348828995345
2025-01-01T00:00:04.000000Z,-3706897.6711313664,849154.6302023489,-5554490.182331287,5460.256079000169,-5703.89770891324,178.3193437599207
2025-01-01T00:00:05.000000Z,-3701318.8029073216,843992.0583447578,-5554319.125204189,5465.0789157414365,-5705.008675521077,185.565199229888
2025-01-01T00:00:06.000000Z,-3695692.2148123737,838817.8380922372,-5554074.866467547,5469.913489369085,-5706.063949477997,192.93529693719685
2025-01-01T00:00:07.000000Z,-3690066.401049038,833642.8017619402,-5553830.607730905,5474.747938125745,-5707.119958853206,200.3053946445057
2025-01-01T00:00:08.000000Z,-3684441.361706412,828466.9494392854,-5553586.348994262,5479.582261929872,-5708.176703634103,207.67549235181457
2025-01-01T00:00:09.000000Z,-3678817.096873585,823290.2812096998,-5553342.090257619,5484.416460699917,-5709.234183808076,215.0455900591234
2025-01-01T00:00:10.000000Z,-3673193.6066396376,818112.7971586197,-5553097.8315209765,5489.250534354337,-5710.292399362507,222.41568776643228
2025-01-01T00:00:11.000000Z,-3667570.8910936415,812934.4973714893,-5552853.572784334,5494.084482811589,-5711.351350284774,229.78578547374113
2025-01-01T00:00:12.000000Z,-3661948.9503246606,807755.3819337618,-5552609.314047692,5498.918305990129,-5712.411036562236,237.15588318105
2025-01-01T00:00:13.000000Z,-3656327.78442175,802575.4509308991,-5552365.055311049,5503.752003808415,-5713.471458182255,244.52598088835887
2025-01-01T00:00:14.000000Z,-3650707.3934739577,797394.704448372,-5552120.796574407,5508.585576184912,-5714.532615132181,251.89607859566772
2025-01-01T00:00:15.000000Z,-3645087.777570322,792213.1425716591,-5551876.537837765,5513.419023038075,-5715.594507399356,259.26617630297653
2025-01-01T00:00:16.000000Z,-3639468.936799874,787030.7653862486,-5551632.279101122,5518.25234428637,-5716.657134971115,266.63627401028543
2025-01-01T00:00:17.000000Z,-3633850.8712516343,781847.5729776368,-5551388.02036448,5523.085539848261,-5717.720497834781,274.0063717175943
2025-01-01T00:00:18.000000Z,-3628233.581014619,776663.5654313288,-5551143.761627838,5527.918609642211,-5718.784595977675,281.3764694249031
2025-01-01T00:00:19.000000Z,-3622617.066177831,771478.7428328383,-5550899.502891195,5532.751553586686,-5719.849429387105,288.74656713221196
2025-01-01T00:00:20.000000Z,-3617001.32683027,766293.1052676878,-5550655.244154553,5537.584371600154,-5720.9149980503735,296.11666483952087
2025-01-01T00:00:21.000000Z,-3611386.363060922,761106.6528214082,-5550410.985417911,5542.417063601082,-5721.981301954777,303.4867625468297
2025-01-01T00:00:22.000000Z,-3605624.099970073,755889.9317746364,-5549935.72119271,5547.279999224366,-5722.862111538672,311.25205110291006
2025-01-01T00:00:23.000000Z,-3599862.6169317886,750672.3744223804,-5549460.45696751,5552.142835832035,-5723.743660768446,319.0173396589904
2025-01-01T00:00:24.000000Z,-3594101.9140373957,745453.9808506675,-5548985.1927423095,5557.005573342082,-5724.625949634337,326.78262821507076
2025-01-01T00:00:25.000000Z,-3588341.991378211,740234.7511455334,-5548509.928517109,5561.868211672492,-5725.50897812658,334.5479167711511
2025-01-01T00:00:26.000000Z,-3582582.8490455444,735014.685393023,-5548034.664291909,5566.730750741255,-5726.3927462353995,342.31320532723146
2025-01-01T00:00:27.000000Z,-3576824.4871306955,729793.7836791899,-5547559.400066709,5571.593190466361,-5727.277253951014,350.0784938833118
2025-01-01T00:00:28.000000Z,-3571066.9057249567,724572.0460900962,-5547084.135841509,5576.4555307658,-5728.162501263628,357.84378243939216
2025-01-01T00:00:29.000000Z,-3565310.104919612,719349.472711814,-5546608.871616309,5581.317771557564,-5729.048488163448,365.6090709954725
2025-01-01T00:00:30.000000Z,-3559554.084805937,714126.0636304228,-5546133.607391108,5586.179912759646,-5729.935214640662,373.37435955155286
2025-01-01T00:00:31.000000Z,-3553798.845475198,708901.8189320121,-5545658.343165908,5591.041954290039,-5730.822680685457,381.1396481076331
2025-01-01T00:00:32.000000Z,-3548044.3870186536,703676.7387026798,-5545183.078940707,5595.903896066735,-5731.710886288011,388.9049366637136
