epoch_utc,x_km,y_km,z_km,vx_kmps,vy_kmps,vz_kmps,ax_kmps2,ay_kmps2,az_kmps2,age_ms
2025-01-01T00:00:00.000000Z,3903.3876349493335,2007.932842961151,4766.967302521507,-1.6767765563898238,-2.6875919924110447,2.508630571510621,-0.0162007110692651,-0.0421827710654264,0.005023568313971,69.23652979877271
2025-01-01T00:00:01.000000Z,3901.739940178329,2005.2240219934624,4769.500436365158,-1.655586553631603,-2.7298965608741184,2.535773689582161,-0.015067068581855,-0.0421864638193403,0.0056942070592823,69.26081597285133
2025-01-01T00:00:02.000000Z,3899.9661770312778,2002.4412904936785,4772.021728421424,-1.7924838639987908,-2.8080407295524563,2.518149174650048,-0.0767170159120128,-0.0608632090220649,-0.008071432536909,69.2850949133071
2025-01-01T00:00:03.000000Z,3898.305904563917,1999.710668715997,4774.483901081321,-1.6952891024920824,-2.7598977987675624,2.460210189100446,0.0020800510194442,-0.0117438757978382,-0.0295202140250095,69.30939111551605
2025-01-01T00:00:04.000000Z,3896.5552670765983,1996.8431725516043,4777.048559049716,-1.7407926356334196,-2.8567403947557892,2.530775276992322,-0.0151778865685483,-0.0423680998344099,0.0066369531935321,69.33346609407688
2025-01-01T00:00:05.000000Z,3894.8020149056047,1994.041052730176,4779.589528650151,-1.7593891368845551,-2.845528530950705,2.5428616245043356,-0.0162107986514533,-0.0260837425572635,0.0085448104247769,69.3577966194701
2025-01-01T00:00:06.000000Z,3893.073514820398,1991.1896903584195,4782.090030636511,-1.752351319828176,-2.867535915314829,2.523575009702083,-0.0101886006811125,-0.0251599133899036,0.0013139187235609,69.38204591777821
2025-01-01T00:00:07.000000Z,3891.3142517933456,1988.4895485136497,4784.579779911709,-1.7634624054563277,-2.7991019453704635,2.507752315308252,-0.0104262939071322,-0.0033485178586867,-0.0021318922091915,69.40631225749101
2025-01-01T00:00:08.000000Z,3889.571407707104,1985.5987572160157,4787.084547696657,-1.7618242975842555,-2.8446675780136483,2.504201602553076,-0.0078115378018894,-0.0125757052249741,-0.0027447189402614,69.4305955722244
2025-01-01T00:00:09.000000Z,3887.860112893072,1982.7904699853348,4789.595830461954,-1.745924611531003,-2.8385165064671214,2.505565484218794,-0.0028547715138592,-0.0085973916540626,-0.0016766154604294,69.45489579573754
2025-01-01T00:00:10.000000Z,3886.0641545263593,1979.9285614558112,4792.0692482911645,-1.7691174861480878,-2.855493794177071,2.490473579871162,-0.0070672978374227,-0.0104668795822621,-0.0045769994568104,69.4789744433536
2025-01-01T00:00:11.000000Z,3884.3321572165346,1977.120754781598,4794.578451556482,-1.7594841226625304,-2.8438794887611603,2.4953575161084784,-0.0036160733353435,-0.0057989366918648,-0.0023761488942491,69.50330828627601
2025-01-01T00:00:12.000000Z,3882.5399378860266,1974.367959526108,4797.024587854641,-1.7757672900792525,-2.8119670561096157,2.4747216421445115,-0.0062518736085021,0.0018529173874259,-0.005830083071031,69.52765884011374
2025-01-01T00:00:13.000000Z,3880.7267123489023,1971.532898719989,4799.473152309091,-1.7960850644158577,-2.8203627209750444,2.4588964495666623,-0.0091682882727976,-0.000365389577826,-0.0080138283778638,69.5520260391975
2025-01-01T00:00:14.000000Z,3878.9378329884257,1968.7125971814976,4801.93135136659,-1.8004217374502418,-2.8205641262663934,2.452270775089242,-0.0081700124996634,-0.0003183662293707,-0.0077190281703212,69.57640981800053
2025-01-01T00:00:15.000000Z,3877.121623025984,1965.878486749621,4804.378123432951,-1.8134057264385204,-2.8264402187245077,2.443623109867762,-0.0091643657684555,-0.0014794604203341,-0.0079639680681632,69.60104852971752
2025-01-01T00:00:16.000000Z,3875.3516182878498,1963.0008604813772,4806.8080957529255,-1.8029150454312963,-2.848884479221254,2.4308636222881246,-0.0051305673713225,-0.0058543587727654,-0.0091188997160073,69.62570369052715
2025-01-01T00:00:17.000000Z,3873.558356673748,1960.2349404424467,4809.211600901663,-1.80297407292841,-2.8196156293275134,2.4138618429485232,-0.0040801487507851,0.0013465691243882,-0.0104383219740533,69.65013681675015
2025-01-01T00:00:18.000000Z,3871.7808241203575,1957.5157969337392,4811.630341744511,-1.79562370158133,-2.7767681755659472,2.409440878882297,-0.0017045120087783,0.0099922006511528,-0.008814439533417,69.6745862620073
2025-01-01T00:00:19.000000Z,3869.9868965090113,1954.6481666384077,4814.109517434571,-1.796299747549926,-2.8050813563186963,2.4295560478158915,-0.0014913994801856,0.0023278267140563,-0.0031735128152323,69.69929038006113
2025-01-01T00:00:20.000000Z,3868.1068812515305,1951.747952785565,4816.508993631812,-1.8320929735637068,-2.843266730931279,2.412698552294448,-0.008582026638503,-0.0062058134098458,-0.0064021316509371,69.72401068765744
2025-01-01T00:00:21.000000Z,3866.3002992972065,1948.9131546944263,4818.930514719328,-1.8283832878129904,-2.844405417812341,2.411524928740191,-0.0060464512702768,-0.0050991874558504,-0.0052644865394908,69.74850870168348
2025-01-01T00:00:22.000000Z,3864.471313652561,1946.1379205050405,4821.296412238453,-1.8333511927861357,-2.8206181805233115,2.3898248337574968,-0.0058116827454152,0.000729978181517,-0.0083962891245915,69.77215126202827
2025-01-01T00:00:23.000000Z,3862.597607412253,1943.2288144193244,4823.707677803999,-1.854719445841173,-2.856274459359622,2.3903034144718336,-0.0090390251666318,-0.0067370515405821,-0.0069118619427922,69.7960484121542
2025-01-01T00:00:24.000000Z,3860.792625134547,1940.4540043379511,4826.138882343543,-1.841223303578777,-2.8268782716259087,2.4034623585356063,-0.0043592174262376,0.0009644611745062,-0.0023958633249311,69.81948483165796
