epoch_utc,meas_gen_epoch_utc,tri_ready_epoch_utc,t_publish_epoch_utc,queue_ms,age_transport_ms,tri_proc_ms,filter_proc_ms,photon_ms,photon_policy,measurement_age_ms,n_sats_req,n_sats_delivered,sats_requested,sats_delivered,run_id,target
2025-01-01T00:00:00.000000Z,2025-01-01T00:00:00.000000Z,2025-01-01T00:00:00.031416Z,2025-01-01T00:00:00.066416Z,29.581069946289062,31.41617774963379,15.0,20.0,27.29035708453931,max,93.7065348341731,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:01.000000Z,2025-01-01T00:00:01.000000Z,2025-01-01T00:00:01.031425Z,2025-01-01T00:00:01.066426Z,29.592037200927734,31.425952911376953,15.0,20.0,27.304868096874774,max,93.73082100825172,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:02.000000Z,2025-01-01T00:00:02.000000Z,2025-01-01T00:00:02.031437Z,2025-01-01T00:00:02.066437Z,29.604196548461914,31.437158584594727,15.0,20.0,27.319371875587375,max,93.7565304601821,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:03.000000Z,2025-01-01T00:00:03.000000Z,2025-01-01T00:00:03.031448Z,2025-01-01T00:00:03.066448Z,29.615163803100586,31.4481258392334,15.0,20.0,27.333892916053156,max,93.78201875528656,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:04.000000Z,2025-01-01T00:00:04.000000Z,2025-01-01T00:00:04.031458Z,2025-01-01T00:00:04.066458Z,29.626131057739258,31.458139419555664,15.0,20.0,27.348431151449926,max,93.8065705710056,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:05.000000Z,2025-01-01T00:00:05.000000Z,2025-01-01T00:00:05.031469Z,2025-01-01T00:00:05.066469Z,29.63709831237793,31.469106674194336,15.0,20.0,27.362986515099976,max,93.83209318929431,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:06.000000Z,2025-01-01T00:00:06.000000Z,2025-01-01T00:00:06.031480Z,2025-01-01T00:00:06.066480Z,29.647111892700195,31.480073928833008,15.0,20.0,27.377460651664933,max,93.85753458049794,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:07.000000Z,2025-01-01T00:00:07.000000Z,2025-01-01T00:00:07.031490Z,2025-01-01T00:00:07.066490Z,29.65712547302246,31.490087509155273,15.0,20.0,27.39195182963457,max,93.88203933878984,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:08.000000Z,2025-01-01T00:00:08.000000Z,2025-01-01T00:00:08.031501Z,2025-01-01T00:00:08.066501Z,29.667139053344727,31.501054763793945,15.0,20.0,27.406459982624803,max,93.90751474641874,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
2025-01-01T00:00:09.000000Z,2025-01-01T00:00:09.000000Z,2025-01-01T00:00:09.031512Z,2025-01-01T00:00:09.066512Z,29.67691421508789,31.512022018432617,15.0,20.0,27.42098504439477,max,93.93300706282739,7,7,"LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3","LEO_P5_S3,LEO_P5_S4,LEO_P6_S2,LEO_P6_S3,LEO_P6_S4,LEO_P7_S2,LEO_P7_S3",20251025T211158Z,HGV_330
